Zip Code,Land Use,Count,Date
77066,Compensating Open Space; Single Family Residential (Public Street),1,4/25/2019
77066,Single Family Residential (Public Street),1,4/25/2019
77034,Commercial,1,4/25/2019
77037,Unrestricted,1,4/25/2019
77449,Landscape or Open Space; Single Family Residential (Public Street),1,4/25/2019
77449,Landscape or Open Space; Single Family Residential (Public Street),1,4/25/2019
77338,Unrestricted,1,4/25/2019
77379,Landscape or Open Space,1,4/25/2019
77407,Unrestricted,1,4/25/2019
77057,Unrestricted,1,4/25/2019
77005,Unrestricted,1,4/25/2019
77447,Landscape or Open Space; Single Family Residential (Public Street),1,4/25/2019
77028,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,4/25/2019
77365,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/25/2019
