Zip Code,Land Use,Count,Date
77018,Single Family Residential (Shared Driveways),1,11/9/2017
77073,Unrestricted,1,11/9/2017
77493,Other,1,11/9/2017
77008,Commercial,1,11/9/2017
77092,Single Family Residential (Shared Driveways),1,11/9/2017
77389,Street Dedication,1,11/9/2017
77019,Single Family Residential (Public Street),1,11/9/2017
77040,Unrestricted,1,11/9/2017
77003,Unrestricted,1,11/9/2017
77008,Single Family Residential (Public Street),1,11/9/2017
77429,General Plan,1,11/9/2017
77429,Unrestricted,1,11/9/2017
77054,Unrestricted,1,11/9/2017
77006,Compensating Open Space; Single Family Residential (Public Street),1,11/9/2017
77498,Unrestricted,1,11/9/2017
77018,Single Family Residential (Shared Driveways),1,11/9/2017
77373,Commercial,1,11/9/2017
77493,General Plan,1,11/9/2017
77493,Landscape or Open Space,1,11/9/2017
77494,Unrestricted,1,11/9/2017
77021,Single Family Residential (Public Street),1,11/9/2017
77346,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,11/9/2017
77004,Single Family Residential (Public Street),1,11/9/2017
77375,"Church, School and Institutional",1,11/9/2017
77375,General Plan,1,11/9/2017
77389,General Plan,1,11/9/2017
77493,Single Family Residential (Public Street),1,11/9/2017
77009,Single Family Residential (Shared Driveways),1,11/9/2017
77449,Unrestricted,1,11/9/2017
77039,Commercial,1,11/9/2017
77009,Single Family Residential (Shared Driveways),1,11/9/2017
77530,Unrestricted,1,11/9/2017
77006,Single Family Residential (Public Street),1,11/9/2017
77091,Commercial,1,11/9/2017
77066,Unrestricted,1,11/9/2017
77090,Commercial,1,11/9/2017
77038,Unrestricted,1,11/9/2017
77040,Unrestricted,1,11/9/2017
77092,Unrestricted,1,11/9/2017
77025,Unrestricted,1,11/9/2017
77090,Unrestricted,1,11/9/2017
77049,Single Family Residential (Public Street),1,11/9/2017
77049,Single Family Residential (Public Street),1,11/9/2017
77080,Drainage or Detention; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,11/9/2017
77098,Single Family Residential (Public Street),1,11/9/2017
77082,Single Family Residential (PAE 1/PAE 2),1,11/9/2017
77098,Single Family Residential (Public Street),1,11/9/2017
77027,Single Family Residential (Public Street),1,11/9/2017
77040,Commercial,1,11/9/2017
77044,Unrestricted,1,11/9/2017
77043,Unrestricted,1,11/9/2017
77009,Single Family Residential (Public Street),1,11/9/2017
77080,Single Family Residential (Public Street),1,11/9/2017
77055,Single Family Residential (Public Street),1,11/9/2017
77044,Single Family Residential (PAE 1/PAE 2),1,11/9/2017
77008,Single Family Residential (Public Street),1,11/9/2017
77099,Unrestricted,1,11/9/2017
77041,Commercial,1,11/9/2017
77015,Commercial,1,11/9/2017
77449,Recreation,1,11/9/2017
77021,Single Family Residential (Public Street),1,11/9/2017
77049,Commercial,1,11/9/2017
77016,Single Family Residential (Public Street),1,11/9/2017
77019,Single Family Residential (Public Street),1,11/9/2017
77057,Single Family Residential (Shared Driveways),1,11/9/2017
77057,Unrestricted,1,11/9/2017
77057,Single Family Residential (Shared Driveways),1,11/9/2017
77038,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,11/9/2017
77429,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,11/9/2017
77494,General Plan,1,11/9/2017
77494,Single Family Residential (Public Street),1,11/9/2017
77493,Street Dedication,1,11/9/2017
77365,Landscape or Open Space; Single Family Residential (Public Street),1,11/9/2017
77365,Landscape or Open Space; Single Family Residential (Public Street),1,11/9/2017
