month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_feet,median_listing_price_per_square_feet_mm,median_listing_price_per_square_feet_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202006,24003,"anne arundel, md",499500,0.0407,0.1099,1292,-0.0758,-0.4483,49.5,-0.0481,-0.0294,820,0.1714,-0.2235,64,-0.1111,0.3333,404,-0.0561,-0.5792,471,0.3268,0.1082,210.2571484,-0.0013,0.0452,2187.5,0.0095,0.0156,656802,0.0533,0.0984,1763,0.0057,-0.3628,0.3646,0.1106,0.1831
202006,48257,"kaufman, tx",276615,0.0281,-0.0123,456,-0.2488,-0.3568,49.5,-0.1316,0.0102,252,-0.1127,-0.1818,44,1.75,1.2,164,-0.1087,-0.4938,638,0.2317,0.6152,128.9825513,0.0175,0.0302,2140,0,-0.0459,296604,0.0211,-0.0733,1094,-0.0276,-0.0091,1.3991,0.5457,0.842
202006,20161,"riley, ks",215050,0,0.0141,267,-0.1331,-0.3658,83,0.1216,0.169,96,-0.0769,-0.2258,0,,,72,0.125,-0.4194,230,0.122,75.6667,104.1182268,0.0031,0.0161,2097.5,0.0551,0.0456,308170,0.0457,0.0806,497,-0.0312,0.1722,0.8614,0.1958,0.8543
202006,37133,"onslow, nc",230000,0.0018,0.0553,858,-0.1596,-0.2571,79,-0.0482,0.5192,376,0.0108,-0.248,72,3.5,0.8,184,0.15,-0.2459,1236,0.1115,0.2141,120.1787119,0.0006,0.0679,1798,0.0204,-0.0143,327969,0.0093,0.162,2094,-0.0183,-0.0364,1.4406,0.3514,0.5592
202006,4007,"gila, az",370000,0.0136,0.057,348,-0.1655,-0.3786,96,0.2,0.4769,100,0.087,-0.3421,0,,,80,0.3333,-0.5,231,0.4259,0.3588,194.3598829,-0.0072,0.0103,1962.5,0.0054,0.02,486068,0.0152,0.0343,579,0,-0.2068,0.6638,0.2753,0.3602
202006,40145,"wagoner, ok",228000,0.1119,0.2321,186,-0.2819,-0.4095,65,0.0317,0.3265,96,0.2632,-0.2,4,-0.5,0,44,-0.0833,-0.4762,247,0.2412,0.2475,115.9108829,0.0155,0.1241,1946,0.0379,0.0485,257499,0.0843,0.1106,433,-0.0546,-0.1559,1.328,0.5596,0.6994
202006,27169,"winona, mn",222000,0.1997,0.0569,114,-0.0256,-0.2875,64,-0.1899,0.1429,48,0.0909,-0.2,0,,,20,0,-0.5,65,0.0156,-0.0845,108.9572902,0.0164,0.0706,2120,0.1752,0.06,249972,0.1024,0.0392,179,-0.011,-0.2251,0.5702,0.0232,0.1264
202006,55027,"dodge, wi",238500,-0.0263,-0.006,109,-0.0354,-0.4495,51,-0.1053,-0.0727,68,0,-0.2273,0,,-1,32,0.3333,-0.3333,156,0.1387,0.2683,115.4208361,-0.0549,-0.0541,1800,0.0477,0.0245,336096,-0.0141,0.0541,265,0.06,-0.1745,1.4312,0.2188,0.81
202006,37067,"forsyth, nc",320000,0.0002,0.0391,829,-0.0979,-0.2625,71,0.1452,0.1833,388,0.0543,-0.1416,8,-0.7143,-0.5,176,-0.1538,-0.5165,455,0.0532,0.0782,0,,,0,,,428080,0.0222,0.09,1284,-0.0496,-0.1695,0.5489,0.0788,0.1734
202006,53021,"franklin, wa",351950,0.0112,0.1315,92,0,-0.2203,64,-0.0303,0.1852,48,0,-0.4545,8,0,1,16,-0.3333,-0.4286,118,0.2826,0.2826,182.3832684,0.0227,0.1408,2017.5,-0.0086,0.0362,372677,0.0397,0.0443,210,0.1413,0,1.2826,0.2826,0.5029
202006,8067,"la plata, co",587050,0.0675,0.0673,522,0.044,-0.2468,95,-0.0404,0.5833,164,0.3226,-0.1961,0,,-1,76,0.1875,-0.5,132,0.7143,-0.0435,280.7523885,0.028,0.0866,2141.5,0.0446,-0.0109,1154029,0.3532,0.4274,654,0.1334,-0.213,0.2529,0.0989,0.0537
202006,37161,"rutherford, nc",349750,0.166,0.1854,294,-0.0784,-0.5051,104,0.0297,0.2381,80,-0.0909,-0.375,0,,,48,-0.0769,-0.5862,163,0.0252,0.4174,147.0233175,0.0448,0.1056,2101,0.0622,-0.0273,451789,0.0445,0.0448,457,-0.0439,-0.3554,0.5544,0.056,0.3608
202006,23005,"cumberland, me",422050,-0.0163,0.0683,695,0.0842,-0.3811,38.5,-0.3125,0.0405,476,0.266,-0.1793,8,-0.5,0,152,0.4074,-0.5824,179,0.2695,0.0719,234.2584008,0.001,0.0936,1826,-0.0135,-0.0005,604508,0.0128,0.1473,874,0.1176,-0.3225,0.2576,0.0376,0.1088
202006,10001,"kent, de",287300,0.0263,0.0561,438,-0.056,-0.3831,81.5,-0.0632,0.1014,220,0.5278,0.0377,40,0.6667,0.1111,76,0.2667,-0.5476,52,0,0.0612,133.9266091,0.0209,0.0397,1968,0.0123,0.0155,289180,0.0185,0.0089,490,-0.0504,-0.3544,0.1187,0.0067,0.0497
202006,9011,"new london, ct",301550,0.022,0.0067,1219,0.0331,-0.3171,59.5,-0.1959,-0.0083,424,0.1398,-0.1908,16,-0.2,3,200,0.1628,-0.5238,3,0.5,0,161.4506658,0.0191,0.0202,1885.5,0.0192,0.036,432471,0.0324,0.0451,1222,0.0338,-0.3166,0.0025,0.0008,0.0008
202006,39013,"belmont, oh",137450,0.0577,0.1546,159,0.06,0.1042,84.5,-0.1289,0.2803,64,0.4545,0.4545,0,,,40,0.4286,-0.0909,80,0.4545,0.0526,82.15975048,-0.0204,0.0089,1648,0.008,0.1705,198024,0.0641,0.0634,239,0.1659,0.0864,0.5031,0.1365,-0.0246
202006,5033,"crawford, ar",190550,0.0642,0.1075,138,-0.0921,-0.2698,70,-0.0541,0.1111,60,0.6667,-0.2105,0,,,20,-0.1667,-0.5455,8,-0.2,0.6,98.09421806,0.011,0.051,1856,0.0187,-0.0308,247485,-0.0022,0.1131,146,-0.0988,-0.2474,0.058,-0.0078,0.0315
202006,12086,"miami-dade, fl",475050,0.0215,0.0042,19403,-0.024,-0.1016,134.5,0.0935,0.1903,3856,0.208,0.0467,332,0.1528,0.431,2532,0.1086,-0.2864,5226,0.3111,-0.0643,335.9960937,0.0291,-0.0288,1288.5,-0.0194,-0.1008,1098485,0.0192,0.059,24629,0.0319,-0.0939,0.2693,0.0688,0.0107
202006,44001,"bristol, ri",575050,0.0952,0.1523,161,0,-0.3735,54.5,-0.1349,0.09,80,0.1765,-0.0476,0,,,36,0.2857,-0.4706,128,0.4713,-0.1351,285.2350427,0.0268,0.0626,2158,0.0315,0.035,827462,0.0956,0.0612,289,0.1653,-0.2864,0.795,0.2547,0.2192
202006,55071,"manitowoc, wi",212450,0.0625,0.1419,118,-0.1387,-0.3516,60,-0.0625,-0.0476,60,-0.2105,-0.2105,0,,,24,-0.1429,-0.4545,170,0.1644,0.3492,99.74702381,-0.006,0.0847,1661,0.0165,-0.1349,262211,0.0718,-0.0273,288,0.0177,-0.0649,1.4407,0.375,0.7484
202006,48339,"montgomery, tx",338820,0.0116,-0.0007,3223,-0.0883,-0.2198,56,-0.1111,0.0182,1424,0.0723,-0.0825,244,0.6053,0.9677,988,-0.0714,-0.3634,2204,0.3513,0.3034,133.8091612,0.0105,0.0383,2614.5,0.001,-0.0295,482845,0.0189,0.048,5427,0.0505,-0.0678,0.6838,0.2224,0.2745
202006,1071,"jackson, al",226900,0.0551,0.2609,116,-0.0569,-0.3763,94.5,0.0988,0.277,28,0.4,-0.3636,0,,,28,0.1667,0.1667,6,1,,102.6476591,0.031,0.0707,2052,-0.0106,0.026,323564,0.0376,0.1226,122,-0.0317,-0.3441,0.0517,0.0273,0.0517
202006,39113,"montgomery, oh",154950,0.0683,0.1655,744,-0.0688,-0.4655,54,-0.1818,0.3171,492,0.23,-0.3242,20,1.5,0.25,264,0.1,-0.5147,1432,0.1347,0.0857,85.861201,0.0354,0.0766,1475,0.0186,0.0089,222542,0.0411,0.1345,2176,0.0558,-0.1973,1.9247,0.3453,0.9772
202006,37109,"lincoln, nc",357525,0.0492,-0.0132,271,-0.0814,-0.1958,77,0.1846,0.0845,96,-0.04,-0.1429,28,0.75,1.3333,56,-0.3636,-0.5,174,0.2794,0.2609,152.2974962,0.0192,0.0294,2321,0.0069,-0.0873,452262,-0.021,-0.0528,445,0.0325,-0.0632,0.6421,0.181,0.2326
202006,27137,"st. louis, mn",236000,0.0259,0.1241,1010,0.007,-0.3006,73.5,-0.1648,0.2458,384,0.1566,-0.1351,0,,,284,0.3654,-0.1548,568,0.3365,0.449,152.7334804,0.0041,0.3856,1457.5,-0.0145,0.0403,324225,0.0016,0.1224,1578,0.105,-0.1405,0.5624,0.1386,0.2909
202006,6107,"tulare, ca",276550,0.0241,-0.0123,595,-0.162,-0.4109,71.5,0.1172,0.2768,304,-0.038,-0.3391,12,0,-0.25,124,-0.1622,-0.622,757,0.1332,0.2131,161.0076993,0.0155,0.0696,1750,0.0294,-0.0363,447024,0.2564,0.2392,1352,-0.0189,-0.1726,1.2723,0.3314,0.6544
202006,51121,"montgomery, va",338975,-0.0314,0.0302,141,0.093,-0.3221,60.5,0.0083,0.1863,60,0.25,-0.375,4,,,36,0.2857,-0.4,190,-0.064,9,149.7791994,0.0007,0.0407,2248,-0.023,-0.023,463853,-0.4984,0.0417,331,-0.003,0.4581,1.3475,-0.2261,1.2562
202006,55089,"ozaukee, wi",499950,-0.0291,-0.0196,238,-0.0518,-0.156,70,0,0.4286,120,0.0714,-0.2105,0,,,68,0.4167,-0.15,191,0.5403,0.0552,181.2998003,-0.0091,0.0232,2284,-0.0798,-0.1242,574205,-0.0344,0.0045,429,0.144,-0.0734,0.8025,0.3085,0.1607
202006,39085,"lake, oh",222045,0.0137,0.0497,403,-0.0862,-0.4576,48.5,-0.178,0.0104,288,0.1077,-0.2,0,-1,-1,144,-0.0526,-0.4194,610,0.2656,0.1445,106.8451514,0.0215,-0.0323,1809.5,0.0053,0.0619,290195,0.0192,0.0798,1013,0.0975,-0.2061,1.5136,0.4207,0.7963
202006,45051,"horry, sc",239950,0.0038,-0.0148,4750,-0.0918,-0.1141,103,0.0957,0.1319,1236,0.1885,0.0098,344,1.4571,2.1852,1016,0,-0.244,3054,0.2646,0.1995,140.9556997,-0.0475,,1225.5,-0.0922,,309252,-0.0171,-0.0182,7804,0.0208,-0.0132,0.6429,0.1812,0.1681
202006,6059,"orange, ca",932500,0.0361,0.0657,4911,-0.0065,-0.3483,45,-0.2105,-0.0816,2784,0.1336,-0.145,124,-0.0882,-0.0606,1460,0.0735,-0.4979,3315,0.5255,-0.0574,459.9483076,0.0069,0.043,1985,0.0081,0.0107,1651911,0.022,0.0808,8226,0.156,-0.2558,0.675,0.2354,0.2083
202006,48381,"randall, tx",293750,-0.0044,0.1083,485,-0.0162,-0.3861,52.5,-0.1102,-0.0948,216,-0.0182,-0.2895,4,0,,176,0.375,-0.3433,388,0.224,0.2278,126.3225132,-0.0084,0.0533,2321.5,0.0028,0.0664,377441,0.0105,0.1587,873,0.0778,-0.2107,0.8,0.157,0.4
202006,6031,"kings, ca",265050,-0.0075,-0.0073,176,-0.12,-0.5945,52.5,-0.1102,0.0294,124,0.069,-0.3404,4,0,-0.5,36,-0.25,-0.7568,259,0.1261,1.4904,162.1242172,0.0264,0.0739,1666,-0.0054,-0.064,334991,0.0611,0.1404,435,0.0116,-0.1914,1.4716,0.3216,1.232
202006,6095,"solano, ca",497050,0.0145,-0.004,464,-0.1773,-0.4272,39.5,-0.0125,0.197,372,-0.0412,-0.3404,40,0.6667,1,140,-0.1667,-0.5882,653,0.2956,1.3659,278.9233011,0.0177,0.037,1787.5,-0.002,-0.0385,591158,0.0316,0.0132,1117,0.0459,0.0285,1.4073,0.5137,1.0666
202006,36119,"westchester, ny",704500,-0.0148,-0.0595,5764,0.068,0.2863,77.5,0.6848,0.4904,1688,0.8756,0.1955,60,2,1.5,580,0.9079,-0.5118,1429,0.0042,20.0147,311.5177961,0.0035,-0.0079,2236,-0.021,-0.0525,1085684,-0.0115,-0.002,7193,0.0547,0.5812,0.2479,-0.0157,0.2327
202006,8031,"denver, co",580050,0.0357,0.0761,2068,0.3189,-0.0693,39.5,-0.0814,0.0676,1296,0.2366,-0.0663,64,1.2857,-0.2381,1004,0.2938,-0.2181,1842,0.8569,0.0848,360.3681464,0.023,0.1091,1651.5,-0.0365,-0.0487,763054,0.0037,0.0948,3910,0.5273,-0.0026,0.8907,0.2581,0.1265
202006,38035,"grand forks, nd",255172.5,-0.015,0.0861,260,0.0039,-0.2486,83,-0.2783,0.2769,100,0.3158,-0.1071,0,,,56,0.0769,-0.4615,156,0.1471,8.75,113.604798,0.0125,0.0471,2112,0.0019,-0.0038,277298,0.0151,0.0381,416,0.0532,0.1492,0.6,0.0749,0.5538
202006,55111,"sauk, wi",262450,-0.0094,0.0093,213,-0.1446,-0.3966,82,-0.0575,0.1714,80,0,-0.3333,0,-1,,40,0,-0.4737,164,0.2913,-0.0296,135.1298277,-0.0005,0.0292,1821.5,-0.0186,-0.0311,362154,0.0367,0.0824,377,0.0027,-0.2778,0.77,0.2599,0.2912
202006,39095,"lucas, oh",159000,0.0604,0.0604,721,-0.1132,-0.2804,49,-0.2576,0,480,0.1321,-0.0977,124,0.4762,9.3333,376,-0.0408,0.3056,603,0.2563,0.1596,98.30964145,0.0667,0.071,1629.5,0.004,-0.0201,224344,0.0605,0.0746,1324,0.024,-0.1301,0.8363,0.2459,0.3174
202006,6061,"placer, ca",587050,0.0138,0.0034,1095,-0.0689,-0.2796,42,-0.0667,0.1053,680,-0.0608,-0.0957,28,0.75,0,404,0.01,-0.3648,1067,0.5531,0.2125,270.1012519,-0.0015,0.026,2180.5,-0.0089,-0.0347,852150,0.0116,0.0579,2162,0.1605,-0.0992,0.9744,0.3902,0.3955
202006,24510,"baltimore city, md",187500,-0.0082,-0.0129,2051,-0.0786,-0.3644,62.5,-0.0385,0.1364,920,0.0952,-0.2123,44,-0.3529,-0.3529,648,0.0189,-0.4671,339,0.3506,-0.0117,125.7440476,0.0214,0.0105,1408.5,0.0032,0.0207,262220,0.0429,0.0589,2390,-0.0351,-0.3305,0.1653,0.0525,0.059
202006,29097,"jasper, mo",157048,0.048,-0.0172,446,-0.0531,-0.3393,58.5,0.125,0.1038,220,0.3095,-0.2361,0,-1,-1,112,0.2174,-0.2,93,0,-0.4114,86.9644943,0.0114,0.0231,1800,0.0124,-0.027,209455,0.0413,0.0203,539,-0.0443,-0.3529,0.2085,0.0111,-0.0256
202006,48277,"lamar, tx",209950,0.0601,0.1667,160,-0.0857,-0.4483,87,0.1013,0.45,56,0,-0.2222,0,,,44,0.375,-0.5,107,0.163,2.2424,0,,,0,,,233703,0.035,0.084,267,0,-0.1734,0.6688,0.143,0.555
202006,34033,"salem, nj",150000,0.0718,0.071,308,-0.0861,-0.4133,114,0.0179,0.4074,112,0.4737,-0.125,4,-0.5,0,44,-0.1538,-0.7556,38,0.2667,2.8,91.88124178,0.0212,0.0212,1485,-0.002,-0.0805,191728,0.0667,0.1002,346,-0.0572,-0.3533,0.1234,0.0344,0.1043
202006,36011,"cayuga, ny",218950,0.0005,0.1527,199,0.0529,-0.3475,84.5,-0.1378,0.4322,100,0.7857,0.0417,4,,,36,1.25,-0.5909,108,0.4595,1.0377,115.8539377,0.0112,0.0583,1891,0.0216,0.111,311642,0.0338,0.0911,307,0.1673,-0.1425,0.5427,0.1512,0.3689
202006,46099,"minnehaha, sd",248500,0.0174,0.0572,969,-0.0031,0.0487,38,-0.0952,0.2258,384,0.0105,-0.1724,16,3,0.3333,108,0.35,-0.4,1,0,-0.5,132.4448274,0.0008,0.0508,1834,0.0303,0.0033,298077,0.0347,0.036,970,-0.0031,0.0475,0.001,0,-0.0011
202006,9009,"new haven, ct",289950,0.0357,0.0391,3004,0.0725,-0.3097,51,-0.2031,-0.0377,1208,0.2689,0.0237,44,0.8333,0.2222,432,0.125,-0.5862,0,,-1,156.5854665,0.0186,0.0224,1789,0.0194,-0.0006,376571,0.0221,0.0381,3004,0.0725,-0.3099,0,0,-0.0002
202006,48469,"victoria, tx",257500,0.0339,0.0465,222,-0.022,-0.1559,77,0.0694,0.2833,80,0.3333,-0.1304,0,,,76,0.1176,-0.1739,124,0.2917,0.3933,128.2301296,0.0384,0.1138,2031.5,0.0122,-0.0271,306602,0.0256,0.0974,346,0.0712,-0.017,0.5586,0.1357,0.2202
202006,29043,"christian, mo",299500,0.0695,0.0151,227,-0.1498,-0.3588,63.5,0.2451,0.4767,100,-0.1935,-0.4792,4,,0,48,-0.1429,-0.5862,364,0.1098,0.1411,123.0560401,0.0067,0.0813,2689,0.1409,-0.0236,369682,0.0763,0.053,591,-0.0067,-0.1218,1.6035,0.3751,0.7024
202006,17143,"peoria, il",130000,0.0074,-0.0367,832,-0.028,-0.2967,70,0.0145,0.0769,292,0.1967,-0.0988,0,,-1,320,0.1429,-0.3162,441,0.2672,0.4272,74.58874092,0.0127,-0.008,1783.5,0.0065,0.0037,197125,0.0213,0.1016,1273,0.0573,-0.1468,0.53,0.1235,0.2688
202006,22015,"bossier, la",254500,0.0302,0.0386,397,-0.2351,-0.4408,79.5,-0.0062,0.1522,156,0.2188,-0.2642,8,,0,112,0.037,-0.44,15,0.1538,-0.1176,127.3306574,0.015,0.0408,2008.5,0.0253,0.0123,296657,0.0332,0.0598,412,-0.2256,-0.4333,0.0378,0.0127,0.0138
202006,39099,"mahoning, oh",141800,0.0272,0.0132,378,-0.123,-0.4801,76.5,0.0338,0.2143,204,0.3077,-0.3289,0,,-1,116,0.0741,-0.5469,462,0.2554,0.0845,83.26450073,0.0395,0.0639,1650,0.021,0.051,209944,0.0439,0.0711,840,0.0513,-0.2715,1.2222,0.3684,0.6363
202006,4017,"navajo, az",341950,0.052,0.1032,514,-0.0982,-0.4251,73.5,-0.0813,0.1667,208,0.2093,-0.0714,12,2,0.5,136,0.2593,-0.2093,155,0.4762,0.5816,176.2552515,0.0283,0.0456,1935.5,0.0241,-0.0039,414714,0.0565,0.0533,669,-0.0089,-0.3256,0.3016,0.1173,0.1919
202006,25013,"hampden, ma",299999.5,0.0379,0.1323,579,-0.0493,-0.3962,51.5,-0.1825,0.1977,384,0.2,-0.2615,8,0,-0.3333,208,0.3333,-0.4851,211,0.2267,0.0711,167.438886,0.0051,0.0912,1800.5,0.0161,0.0184,352203,0.0372,0.1226,790,0.0115,-0.3166,0.3644,0.082,0.159
202006,40027,"cleveland, ok",282529.5,0.0584,0.1303,599,-0.0855,-0.376,40,-0.1837,-0.0698,336,0.012,-0.1923,20,0,1.5,172,0,-0.5326,4,0.3333,,129.17812,0.0358,0.0897,2195,0.0442,0.0502,335398,0.0621,0.1053,603,-0.0836,-0.3719,0.0067,0.0021,0.0067
202006,42007,"beaver, pa",198500,0.05,0.1099,332,-0.0954,-0.2539,71.5,-0.1588,0.3,156,0.1471,-0.1522,4,,0,128,1.6667,-0.3191,375,1.0161,0.1867,63.37072243,-0.0795,,1279,-0.0192,,242940,0.0355,0.0349,707,0.2785,-0.071,1.1295,0.6227,0.4194
202006,39023,"clark, oh",133450,0.1599,0.0269,182,-0.1651,-0.4785,57.5,-0.0726,0.4744,96,-0.1724,-0.6,12,2,,60,0.0714,-0.5313,334,0.0405,-0.0722,70.83333333,-0.1017,-0.16,1560,0.0189,0.0084,181425,0.1059,0.0552,516,-0.0427,-0.2722,1.8352,0.3627,0.8036
202006,17117,"macoupin, il",94750,0.0534,-0.0972,190,0.0053,0.0497,154.5,-0.1911,2.593,56,0.4,0.1667,0,-1,,32,1,-0.3333,88,0.1733,1.5882,62.16858176,-0.0002,-0.0721,1450,-0.0372,-0.0435,130586,0.0425,-0.082,278,0.053,0.293,0.4632,0.0663,0.2753
202006,42039,"crawford, pa",150000,0.0341,0.1543,267,-0.0361,-0.3047,113.5,-0.3324,0.3046,72,0.3846,-0.1818,0,,-1,44,0.375,-0.3529,142,0.4792,-0.007,81.35344475,-0.017,0.1235,1642,0.0594,0.1427,182114,0.0285,0.0344,409,0.0965,-0.2239,0.5318,0.1853,0.1594
202006,20155,"reno, ks",99950,-0.1305,-0.091,128,-0.1634,-0.4386,82,0.0649,0.3016,60,-0.1667,-0.25,0,,,36,0.125,-0.4375,149,0.3545,0.5361,69.83235768,-0.0137,0.0292,1708,-0.035,-0.0212,183579,0.0712,0.0442,277,0.0532,-0.1477,1.1641,0.4451,0.7386
202006,53011,"clark, wa",476056,0.0152,0.0462,1155,-0.0723,-0.3794,51.5,-0.0804,0.2262,680,0.1039,-0.2917,444,0.5417,3.8261,480,0,-0.337,1611,0.245,17.7326,221.1198339,0.0078,0.0799,2205,0.0204,-0.0243,576697,0.0357,0.0974,2766,0.0894,0.4206,1.3948,0.3554,1.3486
202006,42027,"centre, pa",317950,0.0423,-0.0034,318,0.0127,-0.1382,69,-0.0417,0.2105,164,0.2813,0.1389,0,,-1,104,0.625,-0.1333,271,0.6626,-0.0356,153.2810907,0.0094,0.0889,1988,0.0414,-0.0745,374636,0.0222,0.0081,589,0.2348,-0.0938,0.8522,0.3331,0.0907
202006,13247,"rockdale, ga",237000,0.0307,0.0347,411,-0.1646,-0.2514,62.5,0.0417,0.1792,188,-0.0208,-0.2769,40,1,2.3333,80,-0.4286,-0.4118,495,0.1871,0.0738,88.54025264,0.02,0.0739,1788.5,0.0302,-0.0343,277292,0.0595,0.0688,906,-0.0033,-0.103,1.2044,0.3568,0.3647
202006,32031,"washoe, nv",530047.5,0.0632,0.1042,1082,-0.108,-0.3478,54,0.0588,0.2558,616,0.0621,-0.287,36,2,-0.1818,392,-0.0297,-0.4703,1283,0.3722,0.1003,251.7368119,0.0228,0.0839,2266,0.054,0.0447,1271683,0.096,0.2524,2365,0.101,-0.1628,1.1858,0.415,0.4829
202006,5045,"faulkner, ar",249950,0.0412,0.1106,227,-0.0884,-0.3244,49,-0.0392,-0.2344,92,-0.303,-0.1786,0,-1,,52,-0.0714,-0.3158,139,0.0373,0.5444,111.0038617,0.0063,0.0673,2196.5,0.0207,0.0264,290222,0.0279,0.031,366,-0.0444,-0.1408,0.6123,0.0742,0.3445
202006,47149,"rutherford, tn",333788.5,0.0144,0.0116,801,-0.1604,-0.2738,29,-0.1714,-0.0938,608,0.0201,-0.1264,124,-0.0606,1.0667,236,-0.1806,-0.3516,421,0.176,0.3408,148.985207,0.0129,0.0628,2288,-0.0013,-0.0522,372348,0.0187,0.0131,1222,-0.0686,-0.1376,0.5256,0.1503,0.2409
202006,37107,"lenoir, nc",129549.5,-0.0031,-0.0547,76,-0.2621,-0.3719,91.5,0.22,0.0167,20,-0.375,-0.375,0,,,12,-0.25,-0.4,67,-0.0822,0.4889,71.2970863,-0.0371,0.0695,1966,0,0.0025,165280,0.0395,-0.0391,143,-0.1875,-0.1386,0.8816,0.1728,0.5097
202006,42089,"monroe, pa",217500,0.0613,0.1888,1066,-0.073,-0.3912,105.5,-0.058,0.6484,456,1.6512,-0.2692,8,-0.3333,-0.3333,176,0.8333,-0.56,632,1.0927,0.1947,107.8318767,0.0222,0.1161,1943,0.0291,0.056,253513,0.0448,0.1212,1698,0.1694,-0.2553,0.5929,0.3303,0.2908
202006,39155,"trumbull, oh",119500,0.1376,0.1956,301,-0.0623,-0.3703,82.5,-0.1129,0.2891,152,0.2258,-0.2245,0,,,84,0.05,-0.3636,350,0.3109,0.1076,67.35576923,0.0952,0.0455,1636,0.0111,0.1619,157164,0.0773,0.1066,651,0.1071,-0.1801,1.1628,0.331,0.5017
202006,5007,"benton, ar",309562.5,0.0148,-0.0297,799,-0.1287,-0.4781,58.5,-0.0085,-0.0565,388,-0.0202,-0.2538,36,0.125,0.2857,180,0.0714,-0.5909,1407,0.131,0.4183,130.9187322,0.0069,0.0473,2333,0.0056,-0.0604,450813,0.0313,0.0797,2206,0.0208,-0.1256,1.761,0.4044,1.113
202006,29113,"lincoln, mo",228750,0.0395,0.0637,112,0.0566,-0.2866,68,0.0625,0.3878,76,0.2667,0.0556,4,,,28,0,-0.5882,162,0.1329,0.1739,138.8665976,0.0098,-0.0021,1608,-0.0313,0.0255,281599,-0.0064,0.0648,274,0.1004,-0.0712,1.4464,0.0974,0.5674
202006,51191,"washington, va",299300,-0.0022,0.1554,229,0.0088,-0.3549,110.5,0.0941,0.3476,72,0.125,-0.1,4,,,52,-0.2353,-0.48,103,0.241,0.0842,118.9603496,-0.0005,0.1119,2505.5,-0.024,-0.0616,403572,-0.0268,0.1203,332,0.071,-0.2622,0.4498,0.0841,0.1822
202006,26027,"cass, mi",284750,0.1392,0.0171,157,-0.1278,-0.3203,94.5,0.05,0.2945,52,-0.0714,-0.1875,0,,,44,0.375,-0.3889,129,0.5926,1.8043,147.3006993,0.0185,-0.0224,1800,0.049,0.0045,365961,0.0163,0.0624,286,0.0958,0.0325,0.8217,0.3717,0.6225
202006,13215,"muscogee, ga",177050,0.1419,0.2206,430,-0.0773,-0.4494,66,-0.0833,-0.2414,176,0.1,-0.1852,12,0.5,2,72,0,-0.5385,22,0.1579,-0.2143,92.13098225,0.0633,0.1284,1845,0.0377,0.0336,257076,0.0656,0.1068,452,-0.068,-0.4413,0.0512,0.0104,0.0153
202006,25015,"hampshire, ma",412300,0.0309,0.0993,298,-0.0293,-0.3436,80.5,0.0455,0.5784,136,0,-0.3929,4,0,,76,0.2667,-0.4571,69,0.2321,-0.0548,199.4616846,0.0082,0.0446,2083.5,0.0417,0.0124,489581,0.0369,0.1268,367,0.011,-0.3036,0.2315,0.0491,0.0708
202006,6039,"madera, ca",359950,0.0298,0.0298,544,-0.142,-0.3061,67,0,0.0984,196,-0.0926,-0.2222,16,-0.3333,1,92,-0.2813,-0.5,308,0.232,0.2031,177.9571319,0.0071,0.0384,2062.5,0.0364,0.0251,452968,0.0176,-0.0309,852,-0.0362,-0.1808,0.5662,0.1719,0.2396
202006,26159,"van buren, mi",327500,0.0918,0.0395,299,-0.0656,-0.3584,91,-0.0215,0.3,100,-0.2647,-0.2424,0,,,48,0.0909,-0.6757,210,0.8584,7.4,180.7317757,0.0468,0.1451,1826,-0.0076,-0.081,489112,0.0241,0.1237,509,0.1755,0.0367,0.7023,0.3492,0.6487
202006,42111,"somerset, pa",158550,-0.0394,-0.0335,337,0.0531,-0.2494,109,-0.3842,0.3797,76,0.2667,-0.3448,0,,,52,3.3333,-0.4348,117,0.9831,0.3146,69.92132867,-0.0488,,1693.5,0.0177,,221643,0.0094,0.065,454,0.1979,-0.1561,0.3472,0.1628,0.149
202006,55105,"rock, wi",227050,0.0089,-0.0126,211,-0.1317,-0.3467,52.5,-0.0278,0.0714,136,0.2143,-0.32,4,0,,52,-0.0714,-0.5185,381,0.1796,-0.0281,115.7644927,-0.0155,-0.0073,1795.5,-0.0019,-0.0409,267657,0.036,-0.0058,592,0.0459,-0.172,1.8057,0.4765,0.5921
202006,8041,"el paso, co",471200,0.0011,0.0982,1505,0.0074,-0.2687,31,-0.0882,0.1071,1324,0.0312,-0.2477,108,0.08,0.2857,664,0.0122,-0.2385,1430,0.2037,-0.0299,161.7376706,0.005,0.0717,3158.5,-0.0011,0.0208,598242,0.0134,0.0892,2935,0.0943,-0.169,0.9502,0.155,0.2339
