month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_feet,median_listing_price_per_square_feet_mm,median_listing_price_per_square_feet_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy
202006,48980,"wilson, nc",438,194950,0.0263,0.1137,129,-0.1731,-0.3281,73,0.1967,0.0429,40,-0.375,-0.375,0,,-1,36,0.2857,0,165,0.1301,0.2132,93.58965834,0.0029,0.1343,1922,0.018,-0.0414,223239,0.0356,0.0404
202006,29860,"laurel, ms",439,175050,0.0355,0.0638,121,-0.1479,-0.455,84.5,0.0305,-0.0714,40,-0.2857,-0.2308,0,,-1,12,-0.5,-0.6667,30,0.1111,0.1111,65.27163815,-0.0989,-0.0213,1867,-0.0085,-0.0199,227437,0.024,0.1512
202006,34180,"moses lake, wa",440,287215.5,0.0029,-0.0081,213,-0.0779,-0.1712,53.5,-0.1508,0.0094,76,-0.24,0.0556,0,-1,-1,24,0,-0.625,177,0.6091,0.0599,165.6723485,0.0152,0.0758,1664,-0.0212,-0.0662,328690,0.0177,-0.0963
202006,38460,"plattsburgh, ny",441,193050,0.0212,0.0728,155,0.0544,-0.3172,94.5,-0.1168,0.6293,72,0.3846,-0.1818,4,,,36,1.25,-0.4375,154,0.252,0.1579,104.1178292,0.0308,-0.0109,1735.5,-0.0261,0.0209,247648,-0.001,0.0639
202006,20180,"dubois, pa",442,121000,0.0079,0.0751,195,-0.0152,-0.1975,108,-0.069,0.3846,64,0.2308,-0.0588,0,,,40,1,-0.1667,92,0.614,1.4865,65.75630252,-0.0403,-0.031,1663,-0.0006,-0.0006,157059,-0.0198,-0.0204
202006,31260,"lufkin, tx",443,259950,0,0.1059,283,-0.0471,-0.0782,86.5,-0.0057,0.291,92,0,0.15,0,,-1,64,0.3333,0.3333,147,0.225,0.6333,108.4903325,0.0021,0.0787,2136.5,0.0174,0.0336,311252,0.0415,0.0896
202006,36460,"olean, ny",444,172050,0.0269,0.2294,293,-0.0639,-0.2506,132.5,0.0038,0.25,60,0.1538,-0.2857,0,,,40,1.5,-0.3333,115,0.2366,7.8462,109.7561144,0.0029,0.0358,1668,-0.0024,0.0425,226770,-0.0086,0.0916
202006,44660,"stillwater, ok",445,207500,-0.0545,0.0924,265,-0.0112,-0.2206,69,-0.0143,0.3019,100,0.3889,-0.1667,0,-1,,48,0.2,-0.25,129,0.0078,0.2647,108.8677572,0.0043,0.0246,1863,-0.0307,0.0076,266767,-0.0039,0.0547
202006,11980,"athens, tx",446,239050,-0.004,-0.1832,498,-0.2095,-0.3905,77.5,-0.0064,0.1071,196,0.1395,-0.2097,8,0,1,104,-0.1875,-0.3953,437,0.3446,0.748,123.9819207,-0.0098,-0.1057,1848,0,-0.1025,384880,-0.0241,-0.0513
202006,49220,"wisconsin rapids-marshfield, wi",447,171400,-0.0209,0.0085,278,0.057,-0.2853,48.5,-0.2422,-0.0102,96,0,-0.1111,0,,,32,0.1429,-0.5294,31,-0.0882,0.1071,96.26461988,0.0131,0.125,1724,0.0189,-0.0869,208431,0.0028,0.0632
202006,18020,"columbus, in",448,242450,-0.03,-0.218,147,-0.0265,-0.125,47.5,-0.1949,-0.1038,80,0.0526,-0.1304,4,,,60,0.25,0,161,0.2578,0.1027,102.3573527,0.0226,-0.0229,2599.5,-0.0729,-0.0924,306424,-0.0116,-0.191
202006,19180,"danville, il",449,89050,0.0483,0.0409,410,-0.033,0.185,228.5,0.1599,1.6882,76,0.4615,-0.1364,0,,,36,0,-0.4375,67,0.1964,1.913,55.56128082,0.0417,0.0127,1620.5,-0.0179,-0.0179,115810,0.0115,-0.0221
202006,41780,"sandusky, oh",450,263750,-0.0197,0.1515,256,-0.0922,-0.4273,89,0.0471,0.2192,100,-0.0385,-0.1935,8,1,,64,0.0667,-0.36,214,0.1323,0.1505,127.292384,-0.035,0.1485,1783,0.0073,0.0689,315070,-0.0095,0.122
202006,25840,"hermiston-pendleton, or",451,287050,0.007,0.1255,143,-0.1006,-0.3024,89,0.1867,1.119,40,-0.2857,-0.5652,8,-0.5,,48,-0.0769,0,145,0.0902,5.9048,145.8532913,0.0413,0.0541,2095,0.021,0.076,442042,0.42,0.4848
202006,39500,"quincy, il-mo",452,146550,0.0472,0.0852,308,0.0033,-0.016,66,-0.1081,-0.0149,76,-0.2692,-0.1364,0,,,56,0.1667,-0.0667,53,0.5588,4.8889,93.11111111,0,0.0433,1679,0.0102,0.052,187712,0.0207,0.1282
202006,12180,"auburn, ny",453,218850,0.0181,0.1521,195,0.0541,-0.3478,80.5,-0.1344,0.3644,100,0.7857,0.0417,0,,,36,1.25,-0.5909,108,0.4595,1.0377,114.1719704,0.0104,0.0555,1894,0.0183,0.1057,312359,0.032,0.0928
202006,42860,"seneca, sc",454,325050,-0.0298,-0.0149,363,-0.1146,-0.3665,91.5,0.1296,0.2365,100,0.0417,-0.1667,0,,,72,0.125,-0.3333,242,0.2737,0.0298,48.56944444,-0.2928,-0.3608,904,-0.1439,-0.1841,555783,0.0215,-0.0246
202006,38540,"pocatello, id",455,317000,0.0933,0.2683,217,-0.0441,-0.0313,42.5,0.0897,0.6346,136,0.0625,-0.1053,20,0.6667,,88,0.375,-0.0435,207,0.2699,28.5714,117.3553643,0.053,0.1252,2733,0.076,0.0875,375178,0.0464,0.2242
202006,22300,"findlay, oh",456,249750,0.1641,0.0861,171,-0.0229,-0.1535,100,0.0638,2.4483,80,0.1765,-0.3548,24,1,,72,0.0588,0,190,0.1377,0.2583,117.5062972,0.0196,0.0878,2002.5,0.0343,-0.0174,312456,0.0727,0.1144
202006,33980,"morehead city, nc",457,374050,-0.0027,0.0689,734,-0.1365,-0.0859,110.5,0.0327,0.4539,208,0.1064,0.0833,68,16,16,144,0.0588,-0.122,490,0.4244,0.5313,207.6357414,-0.0373,0.1125,1935,0.0348,-0.0026,502749,0.0279,0.0579
202006,24640,"greenfield town, ma",458,302450,0.0839,0.0464,128,0.0079,-0.4234,50,-0.2537,0,60,0.0714,-0.3182,4,,,24,0,-0.625,40,0.25,0.4815,155.1722355,0.0103,0.0665,1999,0.0959,0.039,375294,0.0892,0.1082
202006,43740,"somerset, pa",459,152482.5,-0.0166,-0.0222,272,0.088,-0.2295,108.5,-0.3384,0.5282,60,0.0714,-0.4,0,,,44,4.5,-0.45,92,0.8039,0.1646,75.63980571,-0.0337,1.0586,1867.5,-0.0035,0.7888,224765,0.0024,0.1238
202006,28300,"keene, nh",460,299500,0.0015,0.0933,169,-0.0914,-0.4735,76.5,-0.1207,0.3421,84,0,-0.4167,0,,,32,1.6667,-0.5556,126,0.3404,-0.1189,137.7121906,-0.0186,0.0432,2103,0.073,0.0489,384984,0.0234,0.1207
202006,16500,"centralia, wa",461,339000,0.0118,0.0431,223,-0.0551,0.0276,63.5,0.114,0.5119,108,0.2273,-0.0357,12,2,,56,0.2727,-0.3,140,0.12,0.2281,185.9505676,-0.0073,0.085,1811.5,0.0166,0.0003,411716,0.0188,0.1417
202006,47700,"warsaw, in",462,309050,0.0655,0.0474,149,-0.057,-0.4111,47.5,-0.2083,-0.181,76,-0.0952,-0.1739,0,,,52,0.625,-0.381,96,0.3521,0,140.5924334,-0.0032,-0.053,2184,0.0876,0.1767,466788,0.1699,0.1133
202006,40260,"roanoke rapids, nc",463,156000,-0.0247,-0.2742,158,-0.092,-0.368,116,0.0741,0.0741,40,0.1111,0.1111,0,,,20,-0.2857,-0.375,84,0.2353,-0.087,81.41155075,0.0412,-0.1694,1823,0.0128,-0.0574,268339,0.0321,-0.104
202006,42620,"searcy, ar",464,159550,-0.0028,0.029,163,-0.0944,-0.5178,73,-0.0875,-0.0519,48,-0.0769,-0.5385,0,,-1,40,0.6667,-0.5833,47,0.3429,1.2381,87.76346604,0.0053,0.0484,1827.5,-0.0106,0.0014,216128,0.0306,-0.0236
202006,23180,"frankfort, ky",465,249950,0,0.1623,139,-0.2191,-0.3412,84.5,0.2071,0.3413,44,-0.2667,-0.5,0,,,36,0.2857,-0.3571,197,0.271,0.2548,121.476851,0.0099,0.2133,2026,-0.0044,0.005,349829,0.0325,0.3029
202006,25980,"hinesville, ga",466,189000,-0.005,0.0828,483,-0.0972,-0.2928,64,-0.0588,-0.0303,192,0.1429,-0.04,28,-0.125,0.75,80,0.1765,-0.2857,148,0.3704,1.5085,98.17857143,0.019,0.0834,1831,-0.0383,0.0167,216639,0.0102,0.1064
202006,39020,"portsmouth, oh",467,129050,0.032,0.0488,181,-0.095,-0.3559,104,-0.028,0.0947,48,0.7143,-0.25,4,,0,28,-0.3636,-0.4167,25,-0.0741,2.125,78.59389039,0.0289,0.0217,1482,-0.0402,-0.0579,172095,0.0381,0.1256
202006,34340,"mount airy, nc",468,244950,0.0694,0.2251,109,-0.018,-0.2534,49.5,-0.4036,-0.2143,64,0.4545,0.2308,0,,,20,-0.1667,-0.5455,54,0.102,0.125,0,,,0,,,335783,0.0886,0.1498
202006,24060,"glenwood springs, co",469,696050,-0.0043,-0.1802,1089,0.0804,0.0635,120.5,-0.036,-0.0731,236,0.3111,-0.0781,12,,0.5,84,0,-0.4,26,0.8571,-0.8988,364.1908731,0.0045,-0.0555,1998.5,-0.0003,-0.1269,2700890,0.0205,-0.1458
202006,17060,"chillicothe, oh",470,197550,0.0395,0.2824,102,-0.2214,-0.5278,70.5,0.41,0.119,36,-0.25,-0.5263,0,,-1,20,-0.375,-0.6667,96,0.3714,0.28,107.6177436,0.0201,0.0829,1788,0.0235,0.2081,247078,0.0705,0.2731
202006,31940,"marinette, wi-mi",471,139950,-0.0667,0.077,288,0.0249,-0.5102,95,-0.1667,0.1875,112,0.4,-0.2222,0,,,68,0.3077,-0.2609,137,0.2685,0.062,89.54527559,-0.0264,0.0145,1394,-0.0386,0.0014,195536,-0.0048,0.0904
202006,32300,"martinsville, va",472,117050,0.0636,-0.0127,218,-0.1138,-0.4308,133.5,0.1033,0.1218,28,-0.3636,-0.6667,0,,,32,0.1429,-0.1111,121,0.0431,0.375,67.01691779,0.0323,0.03,1722,0.0129,0.0663,198680,0.1226,0.2208
202006,44620,"stevens point, wi",473,239950,-0.0287,0.0435,180,0.1392,-0.2623,40,-0.1667,0.0811,60,-0.1176,-0.3182,0,,,24,0,-0.25,15,0.1538,1.1429,111.0964186,-0.0216,0.0581,2126,0.0028,0.0759,263232,-0.0199,0.0723
202006,37260,"palatka, fl",474,234700,0.0247,-0.0422,241,-0.094,-0.3268,116.5,0.0787,0.4383,56,-0.0667,-0.3333,0,,-1,36,0,-0.5,156,0.1143,0.3109,129.8036707,0.0391,-0.0375,1674,-0.0222,-0.0574,372375,0.0387,0.2731
202006,32100,"marquette, mi",475,214500,-0.0021,0.0021,215,0.0094,-0.3485,87.5,-0.5245,0.3462,100,0.3158,-0.1379,0,,,36,-0.25,-0.5909,164,0.9759,0.2713,124.8258443,0.0139,0.0622,1466,-0.0074,-0.0686,365153,0.1324,0.1177
202006,35900,"north wilkesboro, nc",476,354050,0.076,0.3111,142,-0.0897,-0.4621,108.5,-0.0398,0.391,44,0.375,-0.1538,0,,-1,24,0,-0.6,63,0.2353,0.3404,0,,,0,,,415135,0.0625,0.1112
202006,10140,"aberdeen, wa",477,263750,0.0146,0.0763,249,-0.0812,-0.2719,71.5,0.0214,0.3,116,0.2083,-0.2368,8,1,,44,0,-0.4762,154,0.3874,0.1079,179.0419162,-0.0117,0.0567,1453,0.009,-0.0102,296152,0.0456,0.0199
202006,24620,"greeneville, tn",478,249950,0,0.1359,161,-0.1615,-0.5503,80,0.1268,0.1429,64,0.3333,-0.3333,0,,,36,0.125,-0.5263,137,0.2124,-0.0867,119.2488021,-0.0187,0.1503,2030,0.011,-0.0429,319489,0.0231,0.1497
202006,26660,"huntsville, tx",479,222500,0.0116,0.0851,266,0.0076,0.0556,77.5,-0.0064,-0.0774,84,0.1667,0.1053,8,,,72,0.6364,0.2,115,0.1979,0.25,122.3003274,0.0032,0.0996,1863,0.0076,0.0396,272752,0.0051,0.0544
202006,28900,"klamath falls, or",480,292549.5,0.0636,0.045,219,-0.1169,-0.4566,79.5,0.1357,0.4196,68,-0.1905,-0.575,0,-1,-1,56,-0.0667,-0.4815,185,0.1491,14.4167,155.1790224,0.0426,0.0795,1946,0.0462,0.0362,399734,0.0993,0.1474
202006,43060,"shawnee, ok",481,198550,0.0643,0.1683,119,-0.0846,-0.32,79.5,0.0461,0.3475,56,0.0769,-0.2632,0,,,48,0.2,0,61,60,60,102.9658246,0.0297,0.1709,1886.5,0.0115,0.0823,235020,0.0732,0.2587
202006,18300,"coos bay, or",482,349050,0.094,0.2245,188,-0.1681,-0.3916,103.5,0.1374,1.0294,60,0,-0.4444,16,-0.2,3,80,0.25,-0.1304,155,0.281,154,191.1879506,0.0363,0.1321,1903,0.0187,0.1077,491908,0.0652,0.3521
202006,22580,"forest city, nc",483,349750,0.166,0.1854,291,-0.082,-0.5093,104.5,0.0245,0.244,80,-0.0909,-0.375,0,,,48,-0.0769,-0.5862,161,0.0321,0.4,146.6276904,0.0484,0.1026,2106,0.0647,-0.0304,451811,0.0423,0.0436
202006,37020,"owosso, mi",484,135750,-0.0307,-0.1622,120,-0.1724,-0.403,69.5,-0.0071,0.7821,60,-0.2105,-0.5,0,,,32,0.1429,-0.5294,139,0.7375,0.4184,93.43410124,-0.0345,-0.0747,1456,-0.0228,-0.0484,170348,-0.0427,-0.114
202006,39980,"richmond, in",485,109950,0.1691,0.2223,134,-0.1779,-0.5127,79,-0.0247,0.197,84,1.1,0.05,0,,,8,-0.7143,-0.8824,154,0.1241,14.4,66.32489884,-0.0166,0.0006,1613,0.0177,0.0804,156740,0.1671,0.1783
202006,31980,"marion, in",486,77500,-0.0006,0.2119,157,0.0397,-0.0925,55,-0.2857,-0.0678,68,0.2143,-0.2273,0,,,36,0,-0.25,51,0.5,0.186,53.54179106,-0.0365,0.1794,1458,-0.0102,0.0311,116891,0.0216,0.1626
202006,34780,"muskogee, ok",487,147549.5,0.0172,0.2291,97,0.0211,-0.484,51.5,-0.2077,-0.1417,60,0.3636,0.25,0,,,28,0.1667,-0.4167,98,0.0889,0.2564,81.75164059,-0.0035,0.1813,1639,0.0719,0.0315,188585,-0.0516,0.2711
202006,30300,"lewiston, id-wa",488,308500,-0.0331,0.0509,97,-0.1491,-0.3782,67,0.1167,0.675,64,0.4545,-0.2727,0,,,12,-0.5714,-0.7,179,0.226,2.9778,137.1922537,0.0068,0.0389,2190,-0.0585,0.0027,416723,-0.0125,0.0728
202006,17340,"clearlake, ca",489,326550,0.0235,-0.0645,380,-0.1244,-0.4044,97,0.0659,0.6167,120,0.25,-0.3478,4,,0,60,-0.3182,-0.6809,224,0.4452,0.2584,191.1948886,-0.0008,-0.0342,1571.5,0.0421,-0.0275,436317,0.0666,-0.1942
202006,12660,"baraboo, wi",490,262450,-0.0094,0.0096,211,-0.1457,-0.3954,81,-0.069,0.1571,80,0.0526,-0.3103,0,-1,,40,0,-0.4737,163,0.2835,-0.0355,135.1298277,-0.0012,0.0359,1827.5,-0.0154,-0.0437,363563,0.0361,0.0888
202006,43700,"somerset, ky",491,207500,0.0638,0.1531,285,-0.1094,-0.4013,103,0.0957,0.3038,80,0.25,-0.2593,0,,,32,-0.3846,-0.68,122,0.0893,0.4023,95.04731702,0.006,0.1189,2041,0.0499,0.1466,263323,0.0703,0.1881
202006,34380,"mount pleasant, mi",492,181000,0.0707,0.1108,164,0.0719,-0.4184,90,0.0227,0.4286,72,0.3846,0.125,0,,-1,40,1.5,-0.3333,92,0.6727,22,94.84782755,-0.0119,0.081,1908,0.0719,0.0755,214383,0.0203,0.097
202006,29300,"lagrange, ga",493,237450,0.1468,0.2174,197,-0.1086,-0.4543,65,0.1207,-0.0845,68,-0.15,-0.2609,12,,,52,0.3,-0.2778,156,0.1818,0.322,99.65161544,0.0343,0.168,2200,0.0742,0.0319,273491,0.1129,0.1618
202006,44340,"statesboro, ga",494,199950,0.0045,0.1111,236,-0.1094,-0.2054,73.5,0.0208,0.2672,88,0.2941,-0.12,0,-1,-1,24,-0.1429,-0.4545,112,0.2308,-0.0588,98.34279698,0.0085,0.0562,2016,0.0338,0.0611,239363,0.0319,0.0762
202006,26460,"hudson, ny",495,512500,0.1287,0.3173,652,-0.0136,-0.3034,107,-0.0614,0.2738,216,0.5429,0.102,12,0,2,68,1.125,-0.6792,286,0.6343,0.4742,207.5242006,0.0261,0.1663,2344,0.0174,0.0933,839381,0.1251,0.3291
202006,31930,"marietta, oh",496,187500,0.1026,-0.0387,97,-0.03,-0.1491,58,-0.2564,0.0357,52,0.3,0.1818,0,,,20,0,-0.1667,70,0.3208,0.1475,96.61296419,0.1124,-0.0581,1968,0.0213,0.1291,232445,0.1365,0.0427
202006,21420,"enid, ok",497,171500,-0.0147,0.0236,210,-0.0367,-0.2857,83.5,-0.1211,0.2846,76,0.1176,-0.2692,0,,,48,-0.2,-0.5,124,0.1698,16.7143,91.66452574,-0.0269,0.0275,1847,-0.0123,0.0506,210979,-0.0045,0.0246
202006,40860,"rutland, vt",498,250050,0.0421,0.0638,352,-0.014,-0.3993,149.5,-0.1506,0.4657,92,0.3529,-0.2581,0,,,40,0.25,-0.5,130,0.4607,0.2871,129.871838,-0.0062,0.0544,2021.5,0.0606,0.0463,374321,0.0319,0.1785
202006,26740,"hutchinson, ks",499,99950,-0.1305,-0.091,128,-0.1634,-0.4386,82,0.0649,0.3016,60,-0.1667,-0.25,0,,,36,0.125,-0.4375,149,0.3545,0.5361,69.83235768,-0.0137,0.0292,1708,-0.035,-0.0212,183579,0.0712,0.0442
202006,16660,"charleston-mattoon, il",500,93999.5,0.0102,-0.0364,188,-0.0457,-0.2906,87.5,-0.1162,0.0417,56,0.5556,-0.2222,0,,,52,0.625,-0.1875,57,0.3571,0.3571,61.90602074,0.0143,-0.0802,1670,0.006,0.0678,132598,0.0034,0.0408
202006,23860,"georgetown, sc",501,338500,0.0287,-0.081,614,-0.0451,-0.1769,138,0.0376,0.0698,100,0.1364,0.1364,8,1,1,116,0.2609,-0.1212,254,0.388,0.388,163.1929882,-0.0651,,1450.5,-0.0648,,510473,0,-0.0519
202006,29380,"lake city, fl",502,239950,0.0208,0.0662,147,-0.02,-0.265,77.5,-0.0064,-0.0064,32,-0.4286,-0.4667,0,,-1,28,0.4,-0.3636,108,0.125,1.0377,120.6454063,0.0304,0.1019,1848,0.0199,-0.1149,271877,0.047,-0.0643
202006,22800,"fort madison-keokuk, ia-il-mo",503,112250,0.0209,0.0293,231,0.0313,0.1053,103,-0.055,0.2118,48,0.0909,0.0909,0,,,44,0,0,44,0.0233,-0.0833,75.85953989,-0.0001,0.0234,1444,-0.0223,0.0056,141115,0.011,0.0341
202006,10460,"alamogordo, nm",504,217550,0.0902,0.1453,215,-0.2238,-0.5103,114.5,-0.0129,0.4494,76,0.2667,-0.3448,0,,,16,-0.6,-0.7778,185,0.4683,0.8878,113.8659217,0.0138,0.0287,1870,0.0389,0.0241,249726,0.0648,0.1199
202006,32220,"marshall, tx",505,205000,-0.007,-0.0235,152,-0.0898,-0.3448,92.5,-0.1274,0.3028,44,0.2222,-0.2143,0,,,40,0.25,-0.2308,48,0.5,5.8571,101.2763047,-0.0373,0.0104,2000,-0.0263,-0.0244,269008,-0.0437,-0.0386
202006,29060,"laconia, nh",506,377050,0.1091,0.1088,215,-0.1189,-0.5169,50,-0.2063,-0.0566,148,0.48,-0.2449,12,,2,32,-0.2727,-0.7419,195,0.3929,0.2342,186.95501,0.0005,0.0383,1839,0.0262,-0.0598,669652,0.072,0.119
202006,18900,"crossville, tn",507,277050,0.0073,0.1124,317,-0.0565,-0.2795,95.5,0.0495,0.4254,96,0.0435,-0.4146,8,,1,64,0.2308,-0.36,189,0.1739,0.0862,121.867244,-0.0028,0.0968,2080,0.0156,0.0216,304822,-0.0053,0.0603
202006,12740,"barre, vt",508,307550,0.025,0.0284,243,-0.0041,-0.3037,110,-0.12,0.028,88,0.6923,-0.2903,4,0,0,36,0.125,-0.4375,126,0.7027,0.2475,162.9750525,0.0073,0.0547,1818,-0.0098,-0.0411,388941,0.0257,0.0456
202006,42380,"sayre, pa",509,190000,0.0003,0.1512,248,-0.004,-0.2051,123.5,-0.0714,0.1651,56,0,-0.1765,0,,,40,1.5,-0.2857,86,0.6863,0.0886,90.42512303,-0.0377,0.0263,2118,0.0951,0.1412,220986,-0.0245,0.0752
202006,41460,"salina, ks",510,147500,-0.0163,-0.1321,103,-0.1197,-0.2197,50.5,-0.1984,-0.0098,56,0,-0.3,0,,,44,0,-0.0833,144,-0.0526,0.2203,105.6318695,0.0342,-0.0362,1452,-0.0122,-0.0793,206577,0.0446,-0.0608
202006,28180,"kapaa, hi",511,856300,-0.0147,-0.0476,400,-0.0123,-0.0888,133.5,0.0766,0.0595,96,1,0.5,12,,2,44,-0.0833,-0.2143,95,0.2025,-0.3448,594.4901374,-0.0164,0.0259,1413,0.0064,-0.0722,1696292,-0.0947,-0.0718
202006,22260,"fergus falls, mn",512,269950,-0.0185,0.08,339,0.0059,-0.2582,61.5,0.0789,0.2551,132,0.1379,-0.1081,0,,,96,0.4118,-0.3333,88,0.3538,0.7959,150.855152,-0.004,0.0122,1875,0.0027,0.0081,338297,0.0067,0.0465
202006,26020,"hobbs, nm",513,185550,-0.0211,-0.0487,121,-0.0082,0.198,81,0.0385,0.5283,40,0,-0.0909,0,,,20,0.25,0.6667,98,0.0316,-0.1901,114.1689827,-0.0322,0.0725,1715,-0.0333,-0.077,224901,-0.0203,-0.0089
202006,34860,"nacogdoches, tx",514,253800,0.0802,0.2408,145,-0.0705,-0.1761,101,0.086,0.1477,44,0.1,0.1,0,,,36,0.5,0.5,77,0.1846,2.6667,108.1730769,0.0016,0.1021,2359,0.041,0.1018,330472,0.0488,0.184
202006,47460,"walla walla, wa",515,389500,0.0528,0.054,120,-0.1176,-0.3478,52.5,-0.0625,0.1413,60,-0.1667,-0.3478,0,,,36,-0.25,-0.4706,147,0.2353,0.1221,168.129668,0.0007,-0.0044,2259,0.0049,-0.046,418351,0.0426,0.0189
202006,43220,"shelton, wa",516,379050,0.0859,0.1485,165,-0.0833,-0.2826,42,0.0244,0.1667,112,0.12,0.0769,0,-1,-1,44,0.5714,-0.4211,166,0.2296,-0.0879,215.5882353,0.0576,0.1458,1696,-0.0018,-0.045,449964,0.0429,0.1307
202006,36580,"oneonta, ny",517,194800,0.0255,-0.134,381,0.0467,-0.316,119,-0.048,0.3678,132,1.75,0.0645,0,,,40,1.5,-0.6429,133,0.3711,-0.0634,108.3333333,0.0385,-0.0185,1918,0.0005,0.0312,336789,0.0361,-0.0096
202006,22100,"farmington, mo",518,170487.5,0.0026,0.0329,128,-0.0857,-0.3469,77,0.0405,0.0405,60,0.5,0,0,,,32,0.1429,-0.3846,118,0.2553,0.0631,96.63333333,0.0436,-0.0661,1683,-0.0129,0.1124,270627,0.0009,0.182
202006,21020,"elizabeth city, nc",519,273450,0.0321,0.094,325,-0.1624,-0.397,90,0.125,0,104,0.1304,-0.1034,4,0,,48,-0.1429,-0.3684,169,0.2426,0.2901,0,-1,,0,-1,,288735,0.044,0.0583
202006,23380,"fremont, oh",520,130000,0.1059,0.0396,83,-0.2906,-0.5311,65,-0.2529,0.413,68,0.5455,-0.2917,4,-0.5,,32,0.1429,-0.3846,129,0.1727,0.1121,80.71347327,0.1149,0.021,1756.5,0.0917,0.1047,173230,0.1659,0.0135
202006,21900,"fairmont, wv",521,137050,-0.0453,-0.1329,124,0.0877,-0.1079,67.5,0.0075,0.0547,52,0.4444,-0.1333,0,,,36,0.125,0,90,-0.0323,0.0227,94.47674419,0.002,0.0152,1598,-0.0488,-0.0709,175802,-0.0385,-0.0331
202006,32020,"marion, oh",522,89750,0.0022,-0.0939,64,-0.2644,-0.5039,56,0.0182,0.3023,44,0,-0.3889,0,,,20,0.25,-0.4444,84,0.2537,0.1351,63.49206349,-0.2124,-0.1932,1448,0.0358,-0.0163,136730,-0.1194,-0.0832
202006,28820,"kinston, nc",523,129549.5,-0.0031,-0.0547,76,-0.2621,-0.3719,91.5,0.22,0.0167,20,-0.375,-0.375,0,,,12,-0.25,-0.4,67,-0.0822,0.4889,71.2970863,-0.0371,0.0695,1966,0,0.0025,165280,0.0395,-0.0391
202006,11900,"athens, oh",524,199050,-0.005,0.206,151,-0.0443,-0.274,89.5,0.1049,0.2431,28,-0.125,-0.5,0,,,28,0.75,-0.2222,17,-0.2273,-0.2273,81.59922786,-0.0419,0.1516,1318.5,0.0237,0.2208,216303,-0.034,0.0942
202006,18060,"columbus, ms",525,204500,0.028,0.2033,166,-0.0621,-0.2279,88,0.0476,0.0233,44,-0.2143,-0.0833,0,,,36,0.2857,-0.25,33,0.32,0.65,92.57846438,0.0001,0.111,2291,0.0548,0.1677,257012,0.067,0.1188
202006,10620,"albemarle, nc",526,293500,0.03,0.0889,194,-0.1261,-0.4012,103,0.1705,0.4714,72,0.5,-0.0526,0,,-1,32,0,-0.5556,122,0.1845,0.0991,141.0536207,0.0264,0.1532,1813,-0.006,0.0006,409209,0.0012,0.0646
202006,39780,"red bluff, ca",527,352950,0.0112,0.0534,239,-0.0878,-0.3488,77.5,0.0616,0.5196,80,-0.2,-0.3333,8,,0,68,0.8889,-0.3929,152,0.0857,1.303,192.4874966,0.0001,0.0297,1778.5,-0.0036,0.031,437004,0.026,0.0828
202006,40740,"roswell, nm",528,204050,-0.0049,0.0251,125,-0.0458,-0.2978,73.5,-0.02,-0.1648,52,0.3,0.4444,0,-1,,20,-0.1667,-0.4444,112,0,-0.2483,101.4134106,0.004,0.051,2009,-0.003,0.0045,240289,0.0013,0.0794
202006,12860,"batavia, ny",529,164950,0.1,0.1,57,0.1633,-0.1493,28.5,-0.6392,-0.2083,56,1.3333,0.1667,0,,,12,0.5,-0.5714,48,0.2973,8.6,93.98496241,0.1287,0.0308,1669,-0.0341,-0.0291,202519,0.0127,0.1362
202006,13720,"big stone gap, va",530,104800,0.0527,0.0581,176,0.0057,-0.296,163.5,-0.0439,0.1434,24,-0.1429,-0.4545,0,,,24,0,-0.3333,17,-0.2273,-0.5,61.30587006,0.0148,0.033,1664,0.0091,-0.0415,145738,0.0078,0.084
202006,23700,"gallup, nm",531,160050,-0.0857,-0.0303,52,-0.2121,-0.3953,93,-0.1143,0.1923,8,-0.5,-0.3333,0,,,4,0,0,16,0.6,0.4545,96.57875132,0.0114,-0.0133,1808.5,-0.0047,0.1828,207851,0.0116,0.0791
202006,44780,"sturgis, mi",532,222350,0.1143,0.0461,135,-0.1118,-0.1964,86.5,-0.0895,0.5175,64,0.1429,-0.1579,4,,,48,0.7143,-0.1429,154,0.6383,18.25,105.9365823,-0.0618,-0.1021,1839.5,0.059,-0.0046,309876,0.0734,0.067
202006,22060,"faribault-northfield, mn",533,300049.5,-0.0323,0.0208,192,-0.0052,-0.1351,43,-0.1224,0,80,-0.1304,-0.2857,4,0,,48,0.0909,-0.2941,128,0.1429,0.094,147.1501406,-0.0251,0.0795,1934.5,-0.0428,-0.0522,347709,0.0104,0.0618
202006,44580,"sterling, il",534,109950,0.0223,0,257,-0.0481,0.0118,109,-0.0917,0.6515,80,0.3333,0.25,0,,,44,0,-0.45,143,0.2119,0.1349,72.01879286,0.0043,-0.0035,1527,0.0374,0.0531,135371,0.0226,-0.0428
