Zip Code,Land Use,Count,Date
77004,Unrestricted,1,8/10/2017
77381,"Church, School and Institutional",1,8/10/2017
77041,Commercial,1,8/10/2017
77338,Unrestricted,1,8/10/2017
77022,Single Family Residential (Public Street),1,8/10/2017
77449,Single Family Residential (Public Street),1,8/10/2017
77449,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
77493,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77375,Street Dedication,1,8/10/2017
77336,Commercial,1,8/10/2017
77018,Single Family Residential (Public Street),1,8/10/2017
77024,Single Family Residential (Public Street),1,8/10/2017
77024,Single Family Residential (Public Street),1,8/10/2017
77365,Unrestricted,1,8/10/2017
77053,Commercial,1,8/10/2017
77449,Unrestricted,1,8/10/2017
77072,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,8/10/2017
77007,Single Family Residential (Public Street),1,8/10/2017
77365,Commercial,1,8/10/2017
77433,Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
77013,Commercial,1,8/10/2017
77019,Single Family Residential (Public Street),1,8/10/2017
77006,Unrestricted,1,8/10/2017
77080,Single Family Residential (Public Street),1,8/10/2017
77080,Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77532,Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
77532,Single Family Residential (Public Street),1,8/10/2017
77354,Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
77339,Commercial,1,8/10/2017
77027,Single Family Residential (Public Street),1,8/10/2017
77373,Unrestricted,1,8/10/2017
77365,Commercial,1,8/10/2017
77493,Street Dedication,1,8/10/2017
77019,Commercial,1,8/10/2017
77045,Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77090,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77449,Landscape or Open Space,1,8/10/2017
77049,Drainage or Detention,1,8/10/2017
77530,Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
77036,Unrestricted,1,8/10/2017
77377,Single Family Residential (Public Street),1,8/10/2017
77007,Unrestricted,1,8/10/2017
77494,Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77055,Single Family Residential (Public Street),1,8/10/2017
77055,Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77022,Single Family Residential (Public Street),1,8/10/2017
77038,Single Family Residential (Public Street),1,8/10/2017
77357,Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
77429,Commercial,1,8/10/2017
77498,Unrestricted Intended for Multifamily,1,8/10/2017
77048,Commercial,1,8/10/2017
77018,Residential Guest Parking; Single Family Residential (Shared Driveways),1,8/10/2017
77433,Street Dedication,1,8/10/2017
77035,Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77015,Commercial,1,8/10/2017
77043,Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77049,Unrestricted,1,8/10/2017
77449,Unrestricted,1,8/10/2017
77057,Single Family Residential (Shared Driveways),1,8/10/2017
77377,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
77365,General Plan,1,8/10/2017
77365,Single Family Residential (Public Street),1,8/10/2017
77365,Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
