Zip Code,Land Use,Count,Date
77056,Unrestricted Intended for Multifamily,1,9/19/2019
77493,"Water Treatment, Production or Repressurization",1,9/19/2019
77012,Unrestricted,1,9/19/2019
77047,Single Family Residential (Public Street),1,9/19/2019
77379,Unrestricted,1,9/19/2019
77007,Unrestricted,1,9/19/2019
77044,Unrestricted,1,9/19/2019
77004,Unrestricted,1,9/19/2019
77022,Single Family Residential (Public Street),1,9/19/2019
77004,Unrestricted,1,9/19/2019
77530,Commercial,1,9/19/2019
77389,General Plan,1,9/19/2019
77044,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77018,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,9/19/2019
77098,Single Family Residential (Public Street),1,9/19/2019
77493,Single Family Residential (Public Street),1,9/19/2019
77327,General Plan,1,9/19/2019
77033,Single Family Residential (Shared Driveways),1,9/19/2019
77429,Commercial,1,9/19/2019
77406,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77406,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77009,Unrestricted,1,9/19/2019
77449,Landscape or Open Space; Single Family Residential (Public Street); Other,1,9/19/2019
77018,Single Family Residential (PAE 1/PAE 2),1,9/19/2019
77098,Unrestricted,1,9/19/2019
77380,Unrestricted,1,9/19/2019
77010,Unrestricted,1,9/19/2019
77020,Single Family Residential (Public Street),1,9/19/2019
77354,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77018,Residential Guest Parking; Single Family Residential (Shared Driveways),1,9/19/2019
77018,Single Family Residential (Public Street),1,9/19/2019
77044,Landscape or Open Space; Street Dedication,1,9/19/2019
77373,Unrestricted,1,9/19/2019
77494,Unrestricted,1,9/19/2019
77006,Single Family Residential (Public Street),1,9/19/2019
77056,Single Family Residential (Public Street),1,9/19/2019
77009,Unrestricted,1,9/19/2019
77365,Single Family Residential (Public Street),1,9/19/2019
77380,Unrestricted Intended for Multifamily,1,9/19/2019
77004,Single Family Residential (Shared Driveways),1,9/19/2019
77092,Single Family Residential (PAE 1/PAE 2),1,9/19/2019
77447,Single Family Residential (Public Street),1,9/19/2019
77028,Landscape or Open Space; Single Family Residential (Shared Driveways),1,9/19/2019
77008,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Residential Guest Parking,1,9/19/2019
77429,Unrestricted,1,9/19/2019
77044,"Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization",1,9/19/2019
77048,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77081,Unrestricted,1,9/19/2019
77021,Single Family Residential (Public Street),1,9/19/2019
77078,General Plan,1,9/19/2019
77377,Single Family Residential (Public Street),1,9/19/2019
77498,Unrestricted,1,9/19/2019
77079,Unrestricted,1,9/19/2019
77056,Commercial,1,9/19/2019
77090,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77532,"Church, School and Institutional",1,9/19/2019
77015,Unrestricted,1,9/19/2019
77091,Single Family Residential (Public Street); Single Family Residential (Shared Driveways),1,9/19/2019
77022,Single Family Residential (Public Street),1,9/19/2019
