Zip Code,Land Use,Count,Date
77077,Unrestricted; Residential Guest Parking; Single Family Residential (Shared Driveways),1,1/31/2019
77093,Unrestricted,1,1/31/2019
77055,Single Family Residential (Public Street),1,1/31/2019
77086,General Plan,1,1/31/2019
77086,Unrestricted,1,1/31/2019
77406,Single Family Residential (Public Street),1,1/31/2019
77013,Commercial,1,1/31/2019
77049,Street Dedication,1,1/31/2019
77009,Single Family Residential (PAE 1/PAE 2),1,1/31/2019
77532,Single Family Residential (Public Street),1,1/31/2019
77365,Lift Station,1,1/31/2019
77018,Single Family Residential (Shared Driveways),1,1/31/2019
77007,Single Family Residential (Public Street),1,1/31/2019
77532,Landscape or Open Space; Single Family Residential (Public Street),1,1/31/2019
77373,General Plan,1,1/31/2019
77373,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,1/31/2019
77055,Unrestricted,1,1/31/2019
77449,Unrestricted,1,1/31/2019
77009,Single Family Residential (Public Street),1,1/31/2019
77532,General Plan,1,1/31/2019
77532,Single Family Residential (PAE 1/PAE 2),1,1/31/2019
,Single Family Residential (Shared Driveways),1,1/31/2019
77005,Unrestricted,1,1/31/2019
77020,Unrestricted,1,1/31/2019
77406,Landscape or Open Space; Single Family Residential (Public Street),1,1/31/2019
77064,Unrestricted,1,1/31/2019
77008,Commercial,1,1/31/2019
77070,Commercial,1,1/31/2019
77024,General Plan,1,1/31/2019
77004,Unrestricted Intended for Multifamily,1,1/31/2019
77080,Street Dedication,1,1/31/2019
77373,Unrestricted,1,1/31/2019
77379,General Plan,1,1/31/2019
77379,Unrestricted,1,1/31/2019
77021,Single Family Residential (Shared Driveways),1,1/31/2019
77389,Unrestricted,1,1/31/2019
77028,Single Family Residential (Public Street),1,1/31/2019
77377,General Plan,1,1/31/2019
77377,"Unrestricted; Church, School and Institutional",1,1/31/2019
77049,General Plan,1,1/31/2019
77004,Single Family Residential (Public Street),1,1/31/2019
77098,Unrestricted Intended for Multifamily,1,1/31/2019
77016,Single Family Residential (Public Street),1,1/31/2019
77082,Commercial,1,1/31/2019
77449,Landscape or Open Space; Single Family Residential (Public Street),1,1/31/2019
77063,Commercial,1,1/31/2019
77336,General Plan,1,1/31/2019
77449,Landscape or Open Space; Single Family Residential (Public Street),1,1/31/2019
77336,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/31/2019
77365,Street Dedication,1,1/31/2019
77365,Landscape or Open Space; Recreation; Single Family Residential (Public Street),1,1/31/2019
77018,Drainage or Detention; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,1/31/2019
