Zip Code,Land Use,Count,Date
77004,Single Family Residential (Public Street),1,4/11/2019
77085,Single Family Residential (Public Street),1,4/11/2019
77493,Street Dedication,1,4/11/2019
77092,Single Family Residential (Public Street),1,4/11/2019
77493,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/11/2019
77006,Single Family Residential (Public Street),1,4/11/2019
77406,General Plan,1,4/11/2019
77449,Landscape or Open Space; Single Family Residential (Public Street),1,4/11/2019
77006,Single Family Residential (Public Street),1,4/11/2019
77003,Single Family Residential (Shared Driveways),1,4/11/2019
77004,Single Family Residential (Public Street),1,4/11/2019
77020,Single Family Residential (Public Street),1,4/11/2019
77020,Single Family Residential (Public Street),1,4/11/2019
77598,Street Dedication,1,4/11/2019
77354,Drainage or Detention,1,4/11/2019
,Drainage or Detention,1,4/11/2019
77019,Unrestricted,1,4/11/2019
77080,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,4/11/2019
77034,"Church, School and Institutional",1,4/11/2019
77011,Single Family Residential (Public Street),1,4/11/2019
77021,Single Family Residential (Public Street),1,4/11/2019
77090,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (PAE 1/PAE 2),1,4/11/2019
77091,Single Family Residential (Public Street),1,4/11/2019
77054,Unrestricted,1,4/11/2019
77493,Unrestricted,1,4/11/2019
77068,Unrestricted,1,4/11/2019
77068,Unrestricted,1,4/11/2019
77033,Single Family Residential (Public Street),1,4/11/2019
77373,Unrestricted,1,4/11/2019
77365,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/11/2019
77064,Unrestricted,1,4/11/2019
77016,Single Family Residential (Public Street),1,4/11/2019
77055,Single Family Residential (Public Street),1,4/11/2019
77044,Unrestricted,1,4/11/2019
77007,Single Family Residential (Public Street),1,4/11/2019
77379,Unrestricted,1,4/11/2019
77048,General Plan,1,4/11/2019
77048,Landscape or Open Space; Single Family Residential (Public Street),1,4/11/2019
77373,Single Family Residential (Public Street),1,4/11/2019
77019,Unrestricted,1,4/11/2019
77007,Single Family Residential (Shared Driveways),1,4/11/2019
77346,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Other,1,4/11/2019
77357,Landscape or Open Space,1,4/11/2019
77396,Landscape or Open Space; Street Dedication,1,4/11/2019
77090,Compensating Open Space; Single Family Residential (Public Street),1,4/11/2019
77090,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/11/2019
77346,Landscape or Open Space; Street Dedication,1,4/11/2019
77377,"Church, School and Institutional",1,4/11/2019
77433,Recreation,1,4/11/2019
77433,Landscape or Open Space; Single Family Residential (Public Street),1,4/11/2019
77433,Landscape or Open Space; Single Family Residential (Public Street),1,4/11/2019
77034,Commercial,1,4/11/2019
77018,Single Family Residential (Public Street),1,4/11/2019
77037,Unrestricted,1,4/11/2019
77489,Unrestricted,1,4/11/2019
77022,Commercial,1,4/11/2019
77019,Single Family Residential (Public Street),1,4/11/2019
77019,Single Family Residential (Public Street),1,4/11/2019
77057,Single Family Residential (Shared Driveways),1,4/11/2019
77057,Unrestricted,1,4/11/2019
77389,Unrestricted,1,4/11/2019
77028,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,4/11/2019
77095,Unrestricted,1,4/11/2019
