Zip Code,Land Use,Count,Date
77377,Single Family Residential (Public Street),1,3/29/2018
77406,Unrestricted,1,3/29/2018
77336,Unrestricted,1,3/29/2018
77449,General Plan,1,3/29/2018
77449,Landscape or Open Space; Street Dedication,1,3/29/2018
77449,Single Family Residential (Public Street),1,3/29/2018
77449,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,3/29/2018
77449,Landscape or Open Space; Single Family Residential (Public Street),1,3/29/2018
77083,Unrestricted Intended for Multifamily,1,3/29/2018
77083,Unrestricted Intended for Multifamily,1,3/29/2018
77098,Recreation,1,3/29/2018
77034,Unrestricted,1,3/29/2018
77377,Street Dedication,1,3/29/2018
77035,Unrestricted; Single Family Residential (PAE 1/PAE 2),1,3/29/2018
77493,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,3/29/2018
77389,"Single Family Residential (PAE 1/PAE 2); Water Treatment, Production or Repressurization",1,3/29/2018
77003,Unrestricted,1,3/29/2018
77054,Residential Guest Parking; Single Family Residential (Shared Driveways); Other,1,3/29/2018
77038,Commercial,1,3/29/2018
77018,Commercial,1,3/29/2018
77021,Single Family Residential (Public Street),1,3/29/2018
77498,Single Family Residential (PAE 1/PAE 2),1,3/29/2018
77063,Single Family Residential (Shared Driveways),1,3/29/2018
77530,Unrestricted,1,3/29/2018
77530,Unrestricted,1,3/29/2018
77004,Unrestricted,1,3/29/2018
77055,Single Family Residential (Shared Driveways),1,3/29/2018
77032,General Plan,1,3/29/2018
77032,Unrestricted,1,3/29/2018
77406,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,3/29/2018
77091,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,3/29/2018
77375,Single Family Residential (PAE 1/PAE 2),1,3/29/2018
77066,Unrestricted,1,3/29/2018
77017,Unrestricted,1,3/29/2018
77069,Compensating Open Space; Single Family Residential (Public Street); Other,1,3/29/2018
77377,Landscape or Open Space; Single Family Residential (Public Street),1,3/29/2018
77009,Single Family Residential (Shared Driveways),1,3/29/2018
77406,Single Family Residential (Public Street),1,3/29/2018
77406,Single Family Residential (Public Street),1,3/29/2018
77406,Single Family Residential (Public Street),1,3/29/2018
77016,Unrestricted,1,3/29/2018
77014,Single Family Residential (Public Street),1,3/29/2018
77047,General Plan,1,3/29/2018
77047,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,3/29/2018
77048,Single Family Residential (Public Street),1,3/29/2018
77388,Unrestricted Intended for Multifamily,1,3/29/2018
77377,Unrestricted,1,3/29/2018
77019,Single Family Residential (Public Street),1,3/29/2018
77033,Single Family Residential (Public Street),1,3/29/2018
77396,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,3/29/2018
77080,Street Dedication,1,3/29/2018
77429,Single Family Residential (Public Street),1,3/29/2018
77073,Unrestricted,1,3/29/2018
77433,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,3/29/2018
77012,Unrestricted,1,3/29/2018
77029,Unrestricted,1,3/29/2018
77088,Unrestricted,1,3/29/2018
77092,Single Family Residential (Shared Driveways),1,3/29/2018
77429,Single Family Residential (Public Street),1,3/29/2018
77338,Unrestricted Intended for Multifamily,1,3/29/2018
77007,Unrestricted,1,3/29/2018
77449,Unrestricted; Drainage or Detention; Landscape or Open Space,1,3/29/2018
77009,Single Family Residential (Public Street),1,3/29/2018
77030,Unrestricted,1,3/29/2018
77008,Single Family Residential (Shared Driveways),1,3/29/2018
77044,Unrestricted; Street Dedication,1,3/29/2018
77041,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,3/29/2018
77449,Street Dedication,1,3/29/2018
77038,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,3/29/2018
77365,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,3/29/2018
77365,Single Family Residential (Public Street),1,3/29/2018
77065,Commercial,1,3/29/2018
