Zip Code,Land Use,Count,Date
77092,Commercial,1,5/24/2018
77049,Single Family Residential (Public Street),1,5/24/2018
77011,Unrestricted,1,5/24/2018
77377,General Plan,1,5/24/2018
77450,Commercial,1,5/24/2018
77388,General Plan,1,5/24/2018
77388,Single Family Residential (PAE 1/PAE 2),1,5/24/2018
77008,Single Family Residential (Public Street),1,5/24/2018
77009,Single Family Residential (Public Street),1,5/24/2018
77095,Unrestricted,1,5/24/2018
77008,Unrestricted,1,5/24/2018
77098,Unrestricted,1,5/24/2018
77034,Unrestricted,1,5/24/2018
77080,Unrestricted,1,5/24/2018
77019,Single Family Residential (Public Street),1,5/24/2018
77083,Single Family Residential (Public Street),1,5/24/2018
77083,Single Family Residential (Public Street),1,5/24/2018
77054,Unrestricted,1,5/24/2018
77007,Single Family Residential (Public Street),1,5/24/2018
77007,Single Family Residential (Public Street),1,5/24/2018
77069,Single Family Residential (Public Street),1,5/24/2018
77043,Unrestricted; Compensating Open Space; Landscape or Open Space,1,5/24/2018
77007,Single Family Residential (Public Street),1,5/24/2018
77093,Single Family Residential (Shared Driveways),1,5/24/2018
77388,Unrestricted,1,5/24/2018
77016,General Plan,1,5/24/2018
77016,Landscape or Open Space; Single Family Residential (Public Street),1,5/24/2018
77016,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,5/24/2018
77007,Single Family Residential (Shared Driveways),1,5/24/2018
77019,Single Family Residential (Public Street),1,5/24/2018
77019,Single Family Residential (Public Street),1,5/24/2018
77045,Unrestricted,1,5/24/2018
77449,Street Dedication,1,5/24/2018
77007,Single Family Residential (Public Street),1,5/24/2018
77377,Single Family Residential (PAE 1/PAE 2),1,5/24/2018
