Zip Code,Land Use,Count,Date
77494,Commercial,1,4/12/2018
77091,Single Family Residential (Public Street),1,4/12/2018
77407,Single Family Residential (Public Street),1,4/12/2018
77493,Unrestricted,1,4/12/2018
77449,General Plan,1,4/12/2018
77449,Landscape or Open Space; Street Dedication,1,4/12/2018
77449,Single Family Residential (Public Street),1,4/12/2018
77449,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,4/12/2018
77449,Landscape or Open Space; Single Family Residential (Public Street),1,4/12/2018
77007,Single Family Residential (Shared Driveways),1,4/12/2018
77083,Unrestricted Intended for Multifamily,1,4/12/2018
77083,Unrestricted Intended for Multifamily,1,4/12/2018
77406,Commercial,1,4/12/2018
77020,Single Family Residential (Public Street),1,4/12/2018
77020,Single Family Residential (Public Street),1,4/12/2018
77020,Single Family Residential (Public Street),1,4/12/2018
77035,Unrestricted; Single Family Residential (PAE 1/PAE 2),1,4/12/2018
77033,Single Family Residential (Shared Driveways),1,4/12/2018
77493,General Plan,1,4/12/2018
77493,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,4/12/2018
77003,Unrestricted,1,4/12/2018
77004,Single Family Residential (Public Street),1,4/12/2018
77433,Single Family Residential (Public Street),1,4/12/2018
77493,Single Family Residential (Public Street),1,4/12/2018
77004,Unrestricted,1,4/12/2018
77532,Landscape or Open Space,1,4/12/2018
77498,Single Family Residential (PAE 1/PAE 2),1,4/12/2018
77433,Unrestricted,1,4/12/2018
77498,Commercial,1,4/12/2018
77027,Unrestricted,1,4/12/2018
77066,Unrestricted,1,4/12/2018
77530,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/12/2018
77377,Landscape or Open Space,1,4/12/2018
77049,Single Family Residential (Public Street),1,4/12/2018
77047,Unrestricted,1,4/12/2018
77009,Single Family Residential (Shared Driveways),1,4/12/2018
77051,Unrestricted,1,4/12/2018
77009,Single Family Residential (Shared Driveways),1,4/12/2018
77016,Unrestricted,1,4/12/2018
77038,Unrestricted,1,4/12/2018
77014,"Church, School and Institutional",1,4/12/2018
77020,Unrestricted,1,4/12/2018
77019,Single Family Residential (Public Street),1,4/12/2018
77357,Single Family Residential (Public Street),1,4/12/2018
77073,Unrestricted,1,4/12/2018
77493,Unrestricted,1,4/12/2018
77066,Unrestricted,1,4/12/2018
77493,Compensating Open Space; Drainage or Detention; Single Family Residential (Public Street),1,4/12/2018
77357,Unrestricted,1,4/12/2018
77007,Unrestricted,1,4/12/2018
77016,General Plan,1,4/12/2018
77030,Unrestricted,1,4/12/2018
77044,Unrestricted; Street Dedication,1,4/12/2018
77027,Single Family Residential (Public Street),1,4/12/2018
77041,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,4/12/2018
77073,Unrestricted,1,4/12/2018
77449,Street Dedication,1,4/12/2018
77055,Residential Guest Parking; Single Family Residential (Shared Driveways),1,4/12/2018
