Zip Code,Land Use,Count,Date
77336,Unrestricted,1,4/26/2018
77098,Single Family Residential (Public Street),1,4/26/2018
77449,Landscape or Open Space; Single Family Residential (Public Street),1,4/26/2018
77377,Street Dedication,1,4/26/2018
77020,Single Family Residential (Public Street),1,4/26/2018
77020,Single Family Residential (Public Street),1,4/26/2018
77020,Single Family Residential (Public Street),1,4/26/2018
77346,Street Dedication,1,4/26/2018
77007,Single Family Residential (Shared Driveways),1,4/26/2018
77006,Single Family Residential (Public Street),1,4/26/2018
77449,Unrestricted,1,4/26/2018
77406,General Plan,1,4/26/2018
77406,Drainage or Detention; Landscape or Open Space,1,4/26/2018
77389,"Single Family Residential (PAE 1/PAE 2); Water Treatment, Production or Repressurization",1,4/26/2018
77346,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/26/2018
77004,Single Family Residential (Public Street),1,4/26/2018
77007,Single Family Residential (Shared Driveways),1,4/26/2018
77532,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/26/2018
77532,Landscape or Open Space,1,4/26/2018
77375,Unrestricted; Street Dedication,1,4/26/2018
77498,Single Family Residential (PAE 1/PAE 2),1,4/26/2018
77433,Unrestricted,1,4/26/2018
77008,Unrestricted; Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,4/26/2018
77004,Single Family Residential (Shared Driveways),1,4/26/2018
77022,Single Family Residential (PAE 1/PAE 2),1,4/26/2018
77493,Unrestricted,1,4/26/2018
77498,Commercial,1,4/26/2018
77028,Single Family Residential (Shared Driveways),1,4/26/2018
77407,Unrestricted,1,4/26/2018
77377,Street Dedication,1,4/26/2018
77493,General Plan,1,4/26/2018
77493,Unrestricted; Unrestricted Intended for Multifamily; Landscape or Open Space,1,4/26/2018
77049,Street Dedication,1,4/26/2018
77336,Single Family Residential (Public Street),1,4/26/2018
77002,Unrestricted,1,4/26/2018
77029,Commercial,1,4/26/2018
77007,Single Family Residential (Public Street),1,4/26/2018
77051,Single Family Residential (Shared Driveways),1,4/26/2018
77047,Unrestricted,1,4/26/2018
77051,Unrestricted,1,4/26/2018
77066,Commercial,1,4/26/2018
77009,Single Family Residential (Shared Driveways),1,4/26/2018
77484,Single Family Residential (Public Street),1,4/26/2018
77038,Unrestricted,1,4/26/2018
77048,Single Family Residential (Public Street),1,4/26/2018
77033,Residential Guest Parking; Single Family Residential (Shared Driveways),1,4/26/2018
77011,Single Family Residential (Public Street),1,4/26/2018
77357,Landscape or Open Space; Single Family Residential (Public Street),1,4/26/2018
77357,Single Family Residential (Public Street),1,4/26/2018
77357,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,4/26/2018
77091,Single Family Residential (Shared Driveways),1,4/26/2018
77044,"Single Family Residential (Public Street); Water Treatment, Production or Repressurization",1,4/26/2018
77044,Single Family Residential (Public Street),1,4/26/2018
77095,Commercial,1,4/26/2018
77433,Landscape or Open Space; Single Family Residential (Public Street),1,4/26/2018
77433,Landscape or Open Space; Single Family Residential (Public Street),1,4/26/2018
77004,Single Family Residential (Shared Driveways),1,4/26/2018
77007,Single Family Residential (Public Street),1,4/26/2018
77038,General Plan,1,4/26/2018
77357,Unrestricted,1,4/26/2018
77022,Unrestricted,1,4/26/2018
77030,Unrestricted,1,4/26/2018
77044,Unrestricted; Street Dedication,1,4/26/2018
77027,Single Family Residential (Public Street),1,4/26/2018
77449,Drainage or Detention,1,4/26/2018
77006,Single Family Residential (Shared Driveways),1,4/26/2018
77006,Single Family Residential (Public Street),1,4/26/2018
77449,Unrestricted,1,4/26/2018
77365,Street Dedication,1,4/26/2018
77365,Drainage or Detention; Landscape or Open Space,1,4/26/2018
77365,Landscape or Open Space; Single Family Residential (Public Street),1,4/26/2018
77365,Single Family Residential (Public Street),1,4/26/2018
77020,Unrestricted,1,4/26/2018
