Zip Code,Land Use,Count,Date
77003,Single Family Residential (Public Street),1,11/8/2018
77007,Unrestricted,1,11/8/2018
77493,General Plan,1,11/8/2018
77018,Single Family Residential (PAE 1/PAE 2),1,11/8/2018
77091,Single Family Residential (Shared Driveways),1,11/8/2018
77068,General Plan,1,11/8/2018
77009,Unrestricted,1,11/8/2018
77019,Unrestricted,1,11/8/2018
77433,Street Dedication,1,11/8/2018
77433,Landscape or Open Space; Single Family Residential (Public Street),1,11/8/2018
77433,Landscape or Open Space; Single Family Residential (Public Street),1,11/8/2018
77433,Landscape or Open Space; Single Family Residential (Public Street),1,11/8/2018
77433,Single Family Residential (Public Street),1,11/8/2018
77084,Unrestricted,1,11/8/2018
77091,Residential Guest Parking; Single Family Residential (Shared Driveways),1,11/8/2018
77493,Single Family Residential (Public Street),1,11/8/2018
77498,Single Family Residential (PAE 1/PAE 2),1,11/8/2018
77008,Single Family Residential (Public Street),1,11/8/2018
77080,Single Family Residential (Shared Driveways),1,11/8/2018
77532,Street Dedication,1,11/8/2018
77003,Single Family Residential (Public Street),1,11/8/2018
77377,Unrestricted,1,11/8/2018
77073,Unrestricted,1,11/8/2018
77084,Single Family Residential (Public Street),1,11/8/2018
77049,Unrestricted,1,11/8/2018
77493,Unrestricted,1,11/8/2018
77365,Commercial,1,11/8/2018
77090,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (PAE 1/PAE 2),1,11/8/2018
77064,Unrestricted,1,11/8/2018
77022,Compensating Open Space; Drainage or Detention,1,11/8/2018
77377,"Water Treatment, Production or Repressurization",1,11/8/2018
77019,Unrestricted,1,11/8/2018
77447,Single Family Residential (Public Street),1,11/8/2018
77532,Unrestricted,1,11/8/2018
77008,Unrestricted,1,11/8/2018
77051,Single Family Residential (Public Street),1,11/8/2018
77009,Single Family Residential (Shared Driveways),1,11/8/2018
77008,Unrestricted,1,11/8/2018
77007,Unrestricted,1,11/8/2018
77433,Unrestricted,1,11/8/2018
77429,Landscape or Open Space; Single Family Residential (Public Street),1,11/8/2018
77009,Single Family Residential (Public Street),1,11/8/2018
77019,Single Family Residential (Public Street),1,11/8/2018
77449,Single Family Residential (Public Street),1,11/8/2018
77051,Single Family Residential (Public Street),1,11/8/2018
77338,Landscape or Open Space; Single Family Residential (Public Street),1,11/8/2018
77022,Single Family Residential (Public Street),1,11/8/2018
77022,Unrestricted,1,11/8/2018
77379,Unrestricted,1,11/8/2018
77030,Unrestricted,1,11/8/2018
77449,Single Family Residential (Public Street),1,11/8/2018
77057,Residential Guest Parking; Single Family Residential (Shared Driveways),1,11/8/2018
77007,Unrestricted,1,11/8/2018
77336,Single Family Residential (Public Street),1,11/8/2018
77095,Unrestricted; Drainage or Detention; Street Dedication,1,11/8/2018
