Zip Code,Land Use,Count,Date
77089,Unrestricted,1,7/5/2018
77080,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,7/5/2018
77021,Single Family Residential (Public Street),1,7/5/2018
77493,Unrestricted; Single Family Residential (Public Street),1,7/5/2018
77032,Unrestricted,1,7/5/2018
77447,Unrestricted; Drainage or Detention,1,7/5/2018
77447,Unrestricted,1,7/5/2018
77088,Unrestricted,1,7/5/2018
77084,Unrestricted,1,7/5/2018
77008,Single Family Residential (PAE 1/PAE 2),1,7/5/2018
77532,Single Family Residential (Public Street),1,7/5/2018
77075,Single Family Residential (Public Street),1,7/5/2018
77406,Landscape or Open Space; Single Family Residential (Public Street),1,7/5/2018
77406,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,7/5/2018
77406,Landscape or Open Space; Single Family Residential (Public Street),1,7/5/2018
77044,Landscape or Open Space; Single Family Residential (Public Street),1,7/5/2018
77091,Commercial,1,7/5/2018
77373,"Church, School and Institutional",1,7/5/2018
77043,Unrestricted,1,7/5/2018
77078,General Plan,1,7/5/2018
77030,Unrestricted,1,7/5/2018
77061,Unrestricted,1,7/5/2018
77357,Commercial,1,7/5/2018
77051,Single Family Residential (Public Street),1,7/5/2018
77020,Single Family Residential (Public Street),1,7/5/2018
77357,Landscape or Open Space; Recreation; Single Family Residential (Public Street),1,7/5/2018
77044,Unrestricted,1,7/5/2018
77433,Landscape or Open Space; Single Family Residential (Public Street),1,7/5/2018
77494,Unrestricted,1,7/5/2018
77018,Single Family Residential (Public Street),1,7/5/2018
77449,General Plan,1,7/5/2018
77449,Single Family Residential (Public Street),1,7/5/2018
77013,Commercial,1,7/5/2018
77388,Unrestricted,1,7/5/2018
77016,Commercial,1,7/5/2018
77016,Commercial,1,7/5/2018
77407,Street Dedication,1,7/5/2018
77088,Unrestricted,1,7/5/2018
77006,Single Family Residential (Shared Driveways),1,7/5/2018
77042,Unrestricted,1,7/5/2018
77075,Single Family Residential (PAE 1/PAE 2),1,7/5/2018
77009,Single Family Residential (Public Street),1,7/5/2018
77025,Residential Guest Parking; Single Family Residential (Shared Driveways),1,7/5/2018
