Zip Code,Land Use,Count,Date
77069,Unrestricted,1,3/15/2018
77008,Single Family Residential (Public Street),1,3/15/2018
77008,Commercial,1,3/15/2018
77338,Unrestricted,1,3/15/2018
77091,Unrestricted,1,3/15/2018
77040,Single Family Residential (Public Street),1,3/15/2018
77092,Unrestricted,1,3/15/2018
77377,Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77377,Single Family Residential (Public Street),1,3/15/2018
77377,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77377,Single Family Residential (Public Street),1,3/15/2018
77083,Single Family Residential (PAE 1/PAE 2),1,3/15/2018
77389,Unrestricted,1,3/15/2018
77493,Commercial; Drainage or Detention,1,3/15/2018
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77407,Unrestricted,1,3/15/2018
77449,General Plan,1,3/15/2018
77449,Landscape or Open Space; Street Dedication,1,3/15/2018
77449,Single Family Residential (Public Street),1,3/15/2018
77449,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77449,Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77083,Unrestricted Intended for Multifamily,1,3/15/2018
77083,Unrestricted Intended for Multifamily,1,3/15/2018
77091,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,3/15/2018
77377,Landscape or Open Space; Lift Station; Street Dedication,1,3/15/2018
77018,Residential Guest Parking; Single Family Residential (Shared Driveways),1,3/15/2018
77011,Unrestricted,1,3/15/2018
77450,Commercial,1,3/15/2018
77083,Unrestricted,1,3/15/2018
77406,Drainage or Detention; Landscape or Open Space; Street Dedication,1,3/15/2018
77493,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,3/15/2018
77020,Single Family Residential (Public Street),1,3/15/2018
77080,Single Family Residential (Public Street),1,3/15/2018
77018,Commercial,1,3/15/2018
77008,Commercial,1,3/15/2018
77055,Commercial,1,3/15/2018
77063,Single Family Residential (Shared Driveways),1,3/15/2018
77055,Single Family Residential (Shared Driveways),1,3/15/2018
77064,Unrestricted,1,3/15/2018
77406,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,3/15/2018
77028,Unrestricted Intended for Multifamily,1,3/15/2018
77091,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,3/15/2018
77045,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,3/15/2018
77375,Single Family Residential (PAE 1/PAE 2),1,3/15/2018
77064,Single Family Residential (Public Street),1,3/15/2018
77077,Single Family Residential (PAE 1/PAE 2),1,3/15/2018
77041,Commercial,1,3/15/2018
77377,Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77049,Single Family Residential (Public Street),1,3/15/2018
77016,Unrestricted,1,3/15/2018
77494,Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77047,General Plan,1,3/15/2018
77047,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77085,Unrestricted,1,3/15/2018
77080,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,3/15/2018
77014,"Church, School and Institutional",1,3/15/2018
77389,General Plan,1,3/15/2018
77008,Single Family Residential (Public Street),1,3/15/2018
77019,Single Family Residential (Public Street),1,3/15/2018
77396,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77357,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77357,Single Family Residential (Public Street),1,3/15/2018
77002,Unrestricted,1,3/15/2018
77433,General Plan,1,3/15/2018
77433,Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77433,Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77494,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,3/15/2018
77012,Unrestricted,1,3/15/2018
77009,Single Family Residential (Public Street),1,3/15/2018
77093,Single Family Residential (Public Street),1,3/15/2018
77007,Unrestricted,1,3/15/2018
77041,Single Family Residential (PAE 1/PAE 2),1,3/15/2018
77035,Unrestricted,1,3/15/2018
77449,Street Dedication,1,3/15/2018
77043,Unrestricted,1,3/15/2018
77055,Residential Guest Parking; Single Family Residential (Shared Driveways),1,3/15/2018
77098,Single Family Residential (Public Street),1,3/15/2018
77065,Commercial,1,3/15/2018
77043,Single Family Residential (Shared Driveways),1,3/15/2018
77365,Unrestricted,1,3/15/2018
