Zip Code,Land Use,Count,Date
77447,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,9/24/2018
77406,Landscape or Open Space; Single Family Residential (Public Street),1,9/24/2018
77084,Unrestricted,1,9/24/2018
77003,Single Family Residential (Shared Driveways),1,9/24/2018
77011,Single Family Residential (Shared Driveways),1,9/24/2018
77007,Unrestricted,1,9/24/2018
77389,Unrestricted,1,9/24/2018
77078,Single Family Residential (Public Street),1,9/24/2018
77020,Single Family Residential (Public Street),1,9/24/2018
77007,Single Family Residential (Public Street),1,9/24/2018
77043,"Church, School and Institutional",1,9/24/2018
77379,Commercial,1,9/24/2018
77051,Single Family Residential (Public Street),1,9/24/2018
77009,Single Family Residential (Public Street),1,9/24/2018
77011,Unrestricted,1,9/24/2018
77357,Landscape or Open Space; Single Family Residential (Public Street),1,9/24/2018
77433,Unrestricted,1,9/24/2018
77008,Residential Guest Parking; Single Family Residential (Public Street),1,9/24/2018
77024,Unrestricted,1,9/24/2018
77088,Other,1,9/24/2018
77066,Unrestricted,1,9/24/2018
77019,"Unrestricted; Water Treatment, Production or Repressurization",1,9/24/2018
77449,Landscape or Open Space; Single Family Residential (Public Street),1,9/24/2018
77007,Unrestricted,1,9/24/2018
77027,Single Family Residential (Public Street),1,9/24/2018
77088,Unrestricted,1,9/24/2018
77057,Unrestricted,1,9/24/2018
77057,Single Family Residential (Public Street); Single Family Residential (Shared Driveways),1,9/24/2018
77009,Unrestricted,1,9/24/2018
77007,Unrestricted Intended for Multifamily,1,9/24/2018
77035,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,9/24/2018
77407,Street Dedication,1,9/24/2018
